samp,subpop,trial,odor,value,odor_order
230915_U52_GCaMP6f_F2,U52,2,hexanal2.825,0.0012964318,2
230913_FCV_GCaMP6f_F1,FCV,1,hexanal2.825,0.00041595782,2
230913_FCV_GCaMP6f_F1,FCV,2,hexanal2.825,0.0003507483,2
230914_FCV_GCaMP6f_F1,FCV,1,hexanal2.825,0.0014892041,2
230914_FCV_GCaMP6f_F1,FCV,2,hexanal2.825,0.000812875,2
230914_FCV_GCaMP6f_F2,FCV,1,hexanal2.825,0.0008244229,2
230914_FCV_GCaMP6f_F2,FCV,2,hexanal2.825,0.0008200208,2
230914_FCV_GCaMP6f_F3,FCV,1,hexanal2.825,0.0020893924,2
230914_FCV_GCaMP6f_F3,FCV,2,hexanal2.825,0.00042057212,2
230915_FCV_GCaMP6f_F1,FCV,1,hexanal2.825,0.0028171989,2
230915_FCV_GCaMP6f_F1,FCV,2,hexanal2.825,0.0012084439,2
230913_ORL_GCaMP6f_F1,ORL,1,heptanal4.51,0.0012594517,3
230913_ORL_GCaMP6f_F1,ORL,2,heptanal4.51,0.0024783728,3
230913_ORL_GCaMP6f_F2,ORL,1,heptanal4.51,0.0018497712,3
230913_ORL_GCaMP6f_F2,ORL,2,heptanal4.51,0.0011187904,3
230914_ORL_GCaMP6f_F1,ORL,1,heptanal4.51,0.003494178,3
230914_ORL_GCaMP6f_F1,ORL,2,heptanal4.51,0.0055926833,3
230914_ORL_GCaMP6f_F2,ORL,1,heptanal4.51,0.0025497188,3
230914_ORL_GCaMP6f_F2,ORL,2,heptanal4.51,0.0034023758,3
230915_ORL_GCaMP6f_F1,ORL,1,heptanal4.51,0.00076562644,3
230915_ORL_GCaMP6f_F1,ORL,2,heptanal4.51,0.00053303665,3
230913_U52_GCaMP6f_F2,U52,1,heptanal4.51,0.0011211766,3
230913_U52_GCaMP6f_F2,U52,2,heptanal4.51,0.0010858811,3
230913_U52_GCaMP6f_F3,U52,1,heptanal4.51,0.0032603224,3
230913_U52_GCaMP6f_F3,U52,2,heptanal4.51,0.00391734,3
230914_U52_GCaMP6f_F1,U52,1,heptanal4.51,0.0042442647,3
230914_U52_GCaMP6f_F1,U52,2,heptanal4.51,0.00232926,3
230914_U52_GCaMP6f_F2,U52,1,heptanal4.51,0.0018914738,3
230914_U52_GCaMP6f_F2,U52,2,heptanal4.51,0.0014909003,3
230915_U52_GCaMP6f_F2,U52,1,heptanal4.51,0.0015193853,3
230915_U52_GCaMP6f_F2,U52,2,heptanal4.51,0.00043431588,3
230913_FCV_GCaMP6f_F1,FCV,1,heptanal4.51,0.00097084796,3
230913_FCV_GCaMP6f_F1,FCV,2,heptanal4.51,0.0005566569,3
230914_FCV_GCaMP6f_F1,FCV,1,heptanal4.51,0.004627523,3
230914_FCV_GCaMP6f_F1,FCV,2,heptanal4.51,0.002323145,3
230914_FCV_GCaMP6f_F2,FCV,1,heptanal4.51,0.0024339114,3
230914_FCV_GCaMP6f_F2,FCV,2,heptanal4.51,0.0008628559,3
230914_FCV_GCaMP6f_F3,FCV,1,heptanal4.51,0.004600146,3
230914_FCV_GCaMP6f_F3,FCV,2,heptanal4.51,0.0009544565,3
230915_FCV_GCaMP6f_F1,FCV,1,heptanal4.51,0.0044685486,3
230915_FCV_GCaMP6f_F1,FCV,2,heptanal4.51,0.0010285915,3
230913_ORL_GCaMP6f_F1,ORL,1,heptanal4.065,0.0010696218,4
230913_ORL_GCaMP6f_F1,ORL,2,heptanal4.065,0.0027941905,4
230913_ORL_GCaMP6f_F2,ORL,1,heptanal4.065,0.0012602983,4
230913_ORL_GCaMP6f_F2,ORL,2,heptanal4.065,0.0021814227,4
230914_ORL_GCaMP6f_F1,ORL,1,heptanal4.065,0.0011032072,4
230914_ORL_GCaMP6f_F1,ORL,2,heptanal4.065,0.0030955996,4
230914_ORL_GCaMP6f_F2,ORL,1,heptanal4.065,0.002359624,4
230914_ORL_GCaMP6f_F2,ORL,2,heptanal4.065,0.0006056561,4
230915_ORL_GCaMP6f_F1,ORL,1,heptanal4.065,0.00083970634,4
230915_ORL_GCaMP6f_F1,ORL,2,heptanal4.065,0.00064943556,4
230913_U52_GCaMP6f_F2,U52,1,heptanal4.065,0.00057379756,4
230913_U52_GCaMP6f_F2,U52,2,heptanal4.065,0.0008745081,4
230913_U52_GCaMP6f_F3,U52,1,heptanal4.065,0.00055891025,4
230913_U52_GCaMP6f_F3,U52,2,heptanal4.065,0.0006723116,4
230914_U52_GCaMP6f_F1,U52,1,heptanal4.065,0.0009920207,4
230914_U52_GCaMP6f_F1,U52,2,heptanal4.065,0.00077860063,4
230914_U52_GCaMP6f_F2,U52,1,heptanal4.065,0.0022383472,4
230914_U52_GCaMP6f_F2,U52,2,heptanal4.065,0.0012591213,4
230915_U52_GCaMP6f_F2,U52,1,heptanal4.065,0.002316011,4
230915_U52_GCaMP6f_F2,U52,2,heptanal4.065,0.0006528736,4
230913_FCV_GCaMP6f_F1,FCV,1,heptanal4.065,0.0005111249,4
230913_FCV_GCaMP6f_F1,FCV,2,heptanal4.065,0.0001452376,4
230914_FCV_GCaMP6f_F1,FCV,1,heptanal4.065,0.002055061,4
230914_FCV_GCaMP6f_F1,FCV,2,heptanal4.065,0.00074706436,4
230914_FCV_GCaMP6f_F2,FCV,1,heptanal4.065,0.0005356421,4
230914_FCV_GCaMP6f_F2,FCV,2,heptanal4.065,0.0006999696,4
230914_FCV_GCaMP6f_F3,FCV,1,heptanal4.065,0.0027019975,4
230914_FCV_GCaMP6f_F3,FCV,2,heptanal4.065,0.0006618331,4
230915_FCV_GCaMP6f_F1,FCV,1,heptanal4.065,0.0028856224,4
230915_FCV_GCaMP6f_F1,FCV,2,heptanal4.065,0.0012624142,4
230913_ORL_GCaMP6f_F1,ORL,1,heptanal3.44,0.0012052164,5
230913_ORL_GCaMP6f_F1,ORL,2,heptanal3.44,0.0018288807,5
230913_ORL_GCaMP6f_F2,ORL,1,heptanal3.44,0.0018942346,5
230913_ORL_GCaMP6f_F2,ORL,2,heptanal3.44,0.0018826928,5
230914_ORL_GCaMP6f_F1,ORL,1,heptanal3.44,0.0010264963,5
230914_ORL_GCaMP6f_F1,ORL,2,heptanal3.44,0.003237706,5
230914_ORL_GCaMP6f_F2,ORL,1,heptanal3.44,0.0028385457,5
230914_ORL_GCaMP6f_F2,ORL,2,heptanal3.44,0.0011749861,5
230915_ORL_GCaMP6f_F1,ORL,1,heptanal3.44,0.00033213082,5
230915_ORL_GCaMP6f_F1,ORL,2,heptanal3.44,0.0004441911,5
230913_U52_GCaMP6f_F2,U52,1,heptanal3.44,0.0006165855,5
230913_U52_GCaMP6f_F2,U52,2,heptanal3.44,0.00048197535,5
230913_U52_GCaMP6f_F3,U52,1,heptanal3.44,0.0016862417,5
230913_U52_GCaMP6f_F3,U52,2,heptanal3.44,0.0033227592,5
230914_U52_GCaMP6f_F1,U52,1,heptanal3.44,0.0009981736,5
230914_U52_GCaMP6f_F1,U52,2,heptanal3.44,0.0005039046,5
230914_U52_GCaMP6f_F2,U52,1,heptanal3.44,0.0011719846,5
230914_U52_GCaMP6f_F2,U52,2,heptanal3.44,0.00093224406,5
230915_U52_GCaMP6f_F2,U52,1,heptanal3.44,0.0014923993,5
230915_U52_GCaMP6f_F2,U52,2,heptanal3.44,0.0003381776,5
230913_FCV_GCaMP6f_F1,FCV,1,heptanal3.44,0.0006282631,5
230913_FCV_GCaMP6f_F1,FCV,2,heptanal3.44,0.00043286895,5
230914_FCV_GCaMP6f_F1,FCV,1,heptanal3.44,0.0016680299,5
230914_FCV_GCaMP6f_F1,FCV,2,heptanal3.44,0.0013869472,5
230914_FCV_GCaMP6f_F2,FCV,1,heptanal3.44,0.0007505871,5
230914_FCV_GCaMP6f_F2,FCV,2,heptanal3.44,0.0006606761,5
230914_FCV_GCaMP6f_F3,FCV,1,heptanal3.44,0.0007780828,5
230914_FCV_GCaMP6f_F3,FCV,2,heptanal3.44,0.00078185345,5
230915_FCV_GCaMP6f_F1,FCV,1,heptanal3.44,0.00268347,5
230915_FCV_GCaMP6f_F1,FCV,2,heptanal3.44,0.0011508908,5
230913_ORL_GCaMP6f_F1,ORL,1,octanal4.58,0.0014593396,6
230913_ORL_GCaMP6f_F1,ORL,2,octanal4.58,0.0035066046,6
230913_ORL_GCaMP6f_F2,ORL,1,octanal4.58,0.004481674,6
230913_ORL_GCaMP6f_F2,ORL,2,octanal4.58,0.0047496865,6
230914_ORL_GCaMP6f_F1,ORL,1,octanal4.58,0.009791961,6
230914_ORL_GCaMP6f_F1,ORL,2,octanal4.58,0.0078683905,6
230914_ORL_GCaMP6f_F2,ORL,1,octanal4.58,0.015272148,6
230914_ORL_GCaMP6f_F2,ORL,2,octanal4.58,0.00986436,6
230915_ORL_GCaMP6f_F1,ORL,1,octanal4.58,0.0062848693,6
230915_ORL_GCaMP6f_F1,ORL,2,octanal4.58,0.0051283357,6
230913_U52_GCaMP6f_F2,U52,1,octanal4.58,0.006829765,6
230913_U52_GCaMP6f_F2,U52,2,octanal4.58,0.0029914265,6
230913_U52_GCaMP6f_F3,U52,1,octanal4.58,0.008699742,6
230913_U52_GCaMP6f_F3,U52,2,octanal4.58,0.0047276397,6
230914_U52_GCaMP6f_F1,U52,1,octanal4.58,0.014587733,6
230914_U52_GCaMP6f_F1,U52,2,octanal4.58,0.006125448,6
230914_U52_GCaMP6f_F2,U52,1,octanal4.58,0.005797545,6
230914_U52_GCaMP6f_F2,U52,2,octanal4.58,0.0014382475,6
230915_U52_GCaMP6f_F2,U52,1,octanal4.58,0.008711881,6
230915_U52_GCaMP6f_F2,U52,2,octanal4.58,0.0037200626,6
230913_FCV_GCaMP6f_F1,FCV,1,octanal4.58,0.00086532533,6
230913_FCV_GCaMP6f_F1,FCV,2,octanal4.58,0.0009443244,6
230914_FCV_GCaMP6f_F1,FCV,1,octanal4.58,0.008796455,6
230914_FCV_GCaMP6f_F1,FCV,2,octanal4.58,0.006070458,6
230914_FCV_GCaMP6f_F2,FCV,1,octanal4.58,0.0075855013,6
230914_FCV_GCaMP6f_F2,FCV,2,octanal4.58,0.002177157,6
230914_FCV_GCaMP6f_F3,FCV,1,octanal4.58,0.007749077,6
230914_FCV_GCaMP6f_F3,FCV,2,octanal4.58,0.0031589826,6
230915_FCV_GCaMP6f_F1,FCV,1,octanal4.58,0.00640869,6
230915_FCV_GCaMP6f_F1,FCV,2,octanal4.58,0.0020746375,6
230913_ORL_GCaMP6f_F1,ORL,1,octanal4.09,0.0011110341,7
230913_ORL_GCaMP6f_F1,ORL,2,octanal4.09,0.0019507577,7
230913_ORL_GCaMP6f_F2,ORL,1,octanal4.09,0.0016343339,7
230913_ORL_GCaMP6f_F2,ORL,2,octanal4.09,0.0015147608,7
230914_ORL_GCaMP6f_F1,ORL,1,octanal4.09,0.004520811,7
230914_ORL_GCaMP6f_F1,ORL,2,octanal4.09,0.0035150163,7
230914_ORL_GCaMP6f_F2,ORL,1,octanal4.09,0.0029900635,7
230914_ORL_GCaMP6f_F2,ORL,2,octanal4.09,0.0022950666,7
230915_ORL_GCaMP6f_F1,ORL,1,octanal4.09,0.0005918889,7
230915_ORL_GCaMP6f_F1,ORL,2,octanal4.09,0.0004018987,7
230913_U52_GCaMP6f_F2,U52,1,octanal4.09,0.0031954034,7
230913_U52_GCaMP6f_F2,U52,2,octanal4.09,0.0010442359,7
230913_U52_GCaMP6f_F3,U52,1,octanal4.09,0.004836453,7
230913_U52_GCaMP6f_F3,U52,2,octanal4.09,0.0031216228,7
230914_U52_GCaMP6f_F1,U52,1,octanal4.09,0.0067331535,7
230914_U52_GCaMP6f_F1,U52,2,octanal4.09,0.0028374284,7
230914_U52_GCaMP6f_F2,U52,1,octanal4.09,0.0010394042,7
230914_U52_GCaMP6f_F2,U52,2,octanal4.09,0.0011890884,7
230915_U52_GCaMP6f_F2,U52,1,octanal4.09,0.0014580949,7
230915_U52_GCaMP6f_F2,U52,2,octanal4.09,0.0012527071,7
230913_FCV_GCaMP6f_F1,FCV,1,octanal4.09,0.00077735644,7
230913_FCV_GCaMP6f_F1,FCV,2,octanal4.09,0.0005814223,7
230914_FCV_GCaMP6f_F1,FCV,1,octanal4.09,0.0050640358,7
230914_FCV_GCaMP6f_F1,FCV,2,octanal4.09,0.002662721,7
230914_FCV_GCaMP6f_F2,FCV,1,octanal4.09,0.0033755908,7
230914_FCV_GCaMP6f_F2,FCV,2,octanal4.09,0.00085069647,7
230914_FCV_GCaMP6f_F3,FCV,1,octanal4.09,0.004672988,7
230914_FCV_GCaMP6f_F3,FCV,2,octanal4.09,0.0010189301,7
230915_FCV_GCaMP6f_F1,FCV,1,octanal4.09,0.0042928318,7
230915_FCV_GCaMP6f_F1,FCV,2,octanal4.09,0.0011525018,7
230913_ORL_GCaMP6f_F1,ORL,1,octanal3.525,0.0009444101,8
230913_ORL_GCaMP6f_F1,ORL,2,octanal3.525,0.0018536602,8
230913_ORL_GCaMP6f_F2,ORL,1,octanal3.525,0.0018168074,8
230913_ORL_GCaMP6f_F2,ORL,2,octanal3.525,0.0020539844,8
230914_ORL_GCaMP6f_F1,ORL,1,octanal3.525,0.00048319704,8
230914_ORL_GCaMP6f_F1,ORL,2,octanal3.525,0.003048083,8
230914_ORL_GCaMP6f_F2,ORL,1,octanal3.525,0.0029208364,8
230914_ORL_GCaMP6f_F2,ORL,2,octanal3.525,0.00036887664,8
230915_ORL_GCaMP6f_F1,ORL,1,octanal3.525,0.0005370136,8
230915_ORL_GCaMP6f_F1,ORL,2,octanal3.525,0.0009793238,8
230913_U52_GCaMP6f_F2,U52,1,octanal3.525,0.00080360135,8
230913_U52_GCaMP6f_F2,U52,2,octanal3.525,0.0006327292,8
230913_U52_GCaMP6f_F3,U52,1,octanal3.525,0.0017166114,8
230913_U52_GCaMP6f_F3,U52,2,octanal3.525,0.0027001703,8
230914_U52_GCaMP6f_F1,U52,1,octanal3.525,0.0022535967,8
230914_U52_GCaMP6f_F1,U52,2,octanal3.525,0.0009549579,8
230914_U52_GCaMP6f_F2,U52,1,octanal3.525,0.0017153673,8
230914_U52_GCaMP6f_F2,U52,2,octanal3.525,0.0012409526,8
230915_U52_GCaMP6f_F2,U52,1,octanal3.525,0.0015485485,8
230915_U52_GCaMP6f_F2,U52,2,octanal3.525,0.0004903724,8
230913_FCV_GCaMP6f_F1,FCV,1,octanal3.525,0.0009181774,8
230913_FCV_GCaMP6f_F1,FCV,2,octanal3.525,0.00026838618,8
230914_FCV_GCaMP6f_F1,FCV,1,octanal3.525,0.0027014674,8
230914_FCV_GCaMP6f_F1,FCV,2,octanal3.525,0.001248051,8
230914_FCV_GCaMP6f_F2,FCV,1,octanal3.525,0.0017642642,8
230914_FCV_GCaMP6f_F2,FCV,2,octanal3.525,0.00073355535,8
230914_FCV_GCaMP6f_F3,FCV,1,octanal3.525,0.0024651834,8
230914_FCV_GCaMP6f_F3,FCV,2,octanal3.525,0.0006558588,8
230915_FCV_GCaMP6f_F1,FCV,1,octanal3.525,0.0045085843,8
230915_FCV_GCaMP6f_F1,FCV,2,octanal3.525,0.00095303997,8
230913_ORL_GCaMP6f_F1,ORL,1,octanal3.09,0.0008925987,9
230913_ORL_GCaMP6f_F1,ORL,2,octanal3.09,0.0025076736,9
230913_ORL_GCaMP6f_F2,ORL,1,octanal3.09,0.0019248792,9
230913_ORL_GCaMP6f_F2,ORL,2,octanal3.09,0.0015749923,9
230914_ORL_GCaMP6f_F1,ORL,1,octanal3.09,0.00052098837,9
230914_ORL_GCaMP6f_F1,ORL,2,octanal3.09,0.0026810544,9
230914_ORL_GCaMP6f_F2,ORL,1,octanal3.09,0.0034455042,9
230914_ORL_GCaMP6f_F2,ORL,2,octanal3.09,0.00068875455,9
230915_ORL_GCaMP6f_F1,ORL,1,octanal3.09,0.00050025823,9
230915_ORL_GCaMP6f_F1,ORL,2,octanal3.09,0.0004781254,9
230913_U52_GCaMP6f_F2,U52,1,octanal3.09,0.0007032867,9
230913_U52_GCaMP6f_F2,U52,2,octanal3.09,0.0006626484,9
230913_U52_GCaMP6f_F3,U52,1,octanal3.09,0.0016950578,9
230913_U52_GCaMP6f_F3,U52,2,octanal3.09,0.0022404995,9
230914_U52_GCaMP6f_F1,U52,1,octanal3.09,0.0010246257,9
230914_U52_GCaMP6f_F1,U52,2,octanal3.09,0.00062572083,9
230914_U52_GCaMP6f_F2,U52,1,octanal3.09,0.0007981635,9
230914_U52_GCaMP6f_F2,U52,2,octanal3.09,0.001179876,9
230915_U52_GCaMP6f_F2,U52,1,octanal3.09,0.0013955266,9
230915_U52_GCaMP6f_F2,U52,2,octanal3.09,0.0004952857,9
230913_FCV_GCaMP6f_F1,FCV,1,octanal3.09,0.00030499266,9
230913_FCV_GCaMP6f_F1,FCV,2,octanal3.09,0.0003532848,9
230914_FCV_GCaMP6f_F1,FCV,1,octanal3.09,0.001509089,9
230914_FCV_GCaMP6f_F1,FCV,2,octanal3.09,0.0014834809,9
230914_FCV_GCaMP6f_F2,FCV,1,octanal3.09,0.00074641407,9
230914_FCV_GCaMP6f_F2,FCV,2,octanal3.09,0.0008417837,9
230914_FCV_GCaMP6f_F3,FCV,1,octanal3.09,0.00091320457,9
230914_FCV_GCaMP6f_F3,FCV,2,octanal3.09,0.0007233486,9
230915_FCV_GCaMP6f_F1,FCV,1,octanal3.09,0.0021357795,9
230915_FCV_GCaMP6f_F1,FCV,2,octanal3.09,0.00096324884,9
230913_ORL_GCaMP6f_F1,ORL,1,octanal1.595,0.0013173493,10
230913_ORL_GCaMP6f_F1,ORL,2,octanal1.595,0.0022561196,10
230913_ORL_GCaMP6f_F2,ORL,1,octanal1.595,0.0014773787,10
230913_ORL_GCaMP6f_F2,ORL,2,octanal1.595,0.0022243557,10
