230913_ORL_GCaMP6f_F1,230913_ORL_GCaMP6f_F2,230914_ORL_GCaMP6f_F1,230914_ORL_GCaMP6f_F2,230915_ORL_GCaMP6f_F1,230913_U52_GCaMP6f_F2,230913_U52_GCaMP6f_F3,230914_U52_GCaMP6f_F1,230914_U52_GCaMP6f_F2,230915_U52_GCaMP6f_F2,230913_FCV_GCaMP6f_F1,230914_FCV_GCaMP6f_F1,230914_FCV_GCaMP6f_F2,230914_FCV_GCaMP6f_F3,230915_FCV_GCaMP6f_F1
0.00094684056,0.0011172247,0.00021005032,0.00010499524,-0.00092197047,0.0002767614,0.0006202261,0.00159618,0.0007824175,0.0009784158,-0.00017830422,0.0021937138,1.6737984e-05,0.0008292795,0.0020446423
0.00038927386,0.00026566253,7.856086e-05,4.154237e-06,-0.00026200165,0.00013981332,-3.228709e-05,0.0012743549,0.0009250712,0.0001191441,-1.2138924e-05,0.0021723302,0.00036624493,0.0005195719,0.0021128133
0.0007748797,0.0008914191,0.00026208066,-0.0001767741,6.0752645e-05,7.4600684e-05,-0.00010331685,0.0013236268,0.0009013911,0.00044620663,-0.00064322003,0.0007766662,3.9300998e-05,0.0002629838,-0.00092478364
0.00041890237,0.0008185363,2.8938462e-05,0.00033344651,-0.0002792439,-7.820141e-06,0.0001322408,0.0010987235,0.00092828745,0.000118547614,-0.00013578431,0.0007604945,-3.0556996e-05,0.00040448198,-0.0009893703
-0.0005064148,0.0007702166,-0.00041184708,8.134369e-05,-0.00044392975,0.0002575033,1.3281562e-05,0.0010328961,0.00050099654,0.00033867478,-0.00016104357,0.0018177016,-0.00027538574,0.00057401834,-0.0016897768
3.85523e-05,0.0004125697,-0.00091039576,-0.00011514266,-0.0004662997,0.0005473612,2.2158558e-05,0.00065787695,3.0839466e-05,0.0003917287,-5.0610466e-05,-0.0002061119,-0.00020576047,0.00024896447,-0.0019951006
8.779214e-06,0.0005464854,-0.002020825,-0.00023732339,7.4982665e-05,0.00038387778,0.00028877967,0.0006780014,0.00048112302,0.0003059337,-0.00019464306,-0.0003783608,-9.284006e-05,-0.00017225073,-0.0018468421
0.00012030812,0.00055004866,-0.00035466356,4.4178007e-05,-0.0004661325,-0.00039976023,0.0005743522,-3.6605925e-06,-0.00015458131,-0.00039699278,-0.00013612487,-0.000591362,-0.00018974283,-0.0006710788,-0.0018530254
0.000112597,0.00022694291,-0.00015128739,-0.00016155884,-0.0001227345,-0.0002698221,0.0005995666,-0.0002691356,-0.00015897662,0.00018596422,-0.00026644545,-0.00042300677,2.6948757e-05,-0.00021256546,-0.0016796459
-0.00040330668,0.0001495962,0.00066235126,0.00017824332,0.0002575529,-6.42971e-05,0.00051146,0.00014821635,-0.0001690419,-0.00051610515,0.00016734617,-0.00082804984,8.601078e-05,-0.0005676114,-0.00044275282
