230913_ORL_GCaMP6f_F1,230913_ORL_GCaMP6f_F2,230914_ORL_GCaMP6f_F1,230914_ORL_GCaMP6f_F2,230915_ORL_GCaMP6f_F1,230913_U52_GCaMP6f_F2,230913_U52_GCaMP6f_F3,230914_U52_GCaMP6f_F1,230914_U52_GCaMP6f_F2,230915_U52_GCaMP6f_F2,230913_FCV_GCaMP6f_F1,230914_FCV_GCaMP6f_F1,230914_FCV_GCaMP6f_F2,230914_FCV_GCaMP6f_F3,230915_FCV_GCaMP6f_F1
-0.00018462072,0.0012391761,-3.908874e-05,-0.00027768518,-0.0001596661,1.9401858e-05,-0.0009764203,-0.00060792227,-0.0019654797,-0.004634312,-9.746991e-05,-0.000596361,0.00026011202,0.00022745784,-0.0015679743
0.00023563503,0.0012935677,-6.405445e-05,-7.880439e-05,-0.00019825119,0.0001344456,-0.0009858147,-0.00080921873,-0.0019511441,-0.005012566,-7.307636e-05,-0.0009163865,0.00017358354,0.00028226356,-0.0017604381
-0.00018493542,0.0011163983,-7.2556526e-05,-0.00067413,-0.00030432042,0.00019207237,-0.0010334367,-0.0007567256,-0.0018491221,-0.0051737805,6.510338e-05,-0.0007737629,6.869671e-05,0.00026783143,-0.0015364058
-2.4143375e-05,0.0005364943,0.0001814664,-0.00071485696,-0.00045790302,0.0001327546,-0.0012218885,-0.0011073248,-0.0020708053,-0.004706931,6.2619125e-05,-0.0014119667,0.00021810587,0.000300034,-0.0012048231
0.0001122347,0.0013734112,0.00046373942,-0.0007172587,-0.00025155145,2.9913748e-05,-0.0013436254,-0.00087962655,-0.0020307798,-0.005124273,0.00022551422,-0.0006068246,1.7265846e-05,4.718921e-05,-0.0011145131
0.00019007188,0.000737614,-0.00016297062,-0.001010221,-0.00032462995,9.132298e-05,-0.0014122225,-0.0009756259,-0.0015922778,-0.0053334525,-8.355218e-06,-0.0010542072,0.00018385527,9.358882e-05,-0.001372294
0.00019937653,0.00067218015,-0.00026643983,-0.0006696912,-8.478706e-05,0.00031246908,-0.0015559815,-0.0009648177,-0.0017154097,-0.0056564426,7.017042e-05,-0.0018363318,8.213667e-05,0.00028426645,-0.0016991453
0.00047553238,0.0012829851,3.6528832e-05,-0.0007234227,-6.91903e-05,2.2563516e-05,-0.0013833157,-0.00076006574,-0.0013124723,-0.0048359362,0.00015086179,-0.0016139917,-3.5120484e-05,0.0004171935,-0.0012436336
0.00025786404,0.001083862,-0.00014516649,-0.0007047531,-0.0001600987,9.778984e-05,-0.0012384322,-4.7534126e-05,-0.0016629066,-0.0053276913,-3.7586527e-05,-0.0018028779,-0.00027209727,0.00011470254,-0.0010777529
0.00033840362,0.0012090735,0.00018421366,-0.0002796746,4.3457585e-05,-1.6962416e-05,-0.0015281539,-3.463674e-05,-0.0015121384,-0.0052068755,0.00010562131,-0.0021734752,-0.0002992692,0.0007185308,-0.00094214256
-0.00024282157,0.0012566027,0.00014711407,-0.00056790205,0.00015898004,0.00030014437,-0.0012555774,-0.00011487849,-0.0015849795,-0.0047884514,-1.4815372e-05,-0.0025236243,-8.016014e-05,0.0007243933,-0.00095021987
-7.6360666e-05,0.0009995695,-0.00015484293,-0.0006276468,0.00019597617,-3.4419907e-05,-0.0015241912,-0.00036410027,-0.0016184805,-0.0047213207,-8.1133716e-05,-0.0018934417,-0.00034812043,5.1009705e-05,-0.0005909548
9.078902e-05,0.001149637,5.7323334e-05,-0.000993463,-0.0003553346,5.985293e-05,-0.0015098935,-0.00026716792,-0.0015226672,-0.005438878,-0.000101618585,-0.0019507402,-0.00023701537,0.00025098328,-0.0008568915
8.3111794e-05,0.0010001161,-8.370608e-05,-0.0004300874,-0.00018742331,-0.0002529785,-0.001182922,-0.00054741453,-0.0014473293,-0.005710657,0.00020531437,-0.0020639484,-0.00045850294,0.00034611856,-0.0007243917
-8.13272e-05,0.0008960416,-0.00024180174,-0.00086734846,-0.00042902207,-6.187859e-05,-0.0011763726,-0.00080916635,-0.0012887008,-0.00511865,9.433921e-06,-0.0020496745,-0.00046810604,0.00025299058,-0.0007605737
0.00034061755,0.0014565729,0.00013159783,-0.0008513113,-0.00014790682,0.00027125416,-0.0014006334,-0.0007331742,-0.0015574641,-0.0055637015,5.824975e-05,-0.001711722,-0.0003419454,0.00039554096,-0.0009335633
-4.9684517e-05,0.0012274772,-0.00020677564,-0.0010776941,5.3892833e-05,0.00010407802,-0.0012105607,-0.00031723437,-0.0012891089,-0.005938387,7.798929e-05,-0.0016751199,-0.00047260264,0.00025984267,-0.0012543233
8.31583e-05,0.0016024064,-0.00053591497,-0.00084194134,-0.00052536436,0.000109132365,-0.0014200294,-0.0011261206,-0.0012455455,-0.005657515,9.465948e-05,-0.0023119876,-0.00046392708,0.00023135947,-0.0010981016
-3.289335e-05,0.0012568352,-9.364298e-05,-0.0008347217,8.026622e-05,-9.838252e-06,-0.0013103739,-0.0006382861,-0.0011828375,-0.005739271,7.479723e-05,-0.0024598988,-0.00058011775,0.00027363386,-0.0015753844
0.00022307878,0.0012217915,-8.30874e-05,-0.0010369896,-0.00015024366,0.00022428187,-0.0015971645,-0.0001333435,-0.0014902905,-0.0056273085,3.9460523e-05,-0.0024852364,-0.0006899985,0.00023405904,-0.0015144533
0.00012775286,-0.00018981745,-0.00022354661,-0.00075101375,7.2030765e-05,0.00014417928,-0.0016321641,-1.41547625e-05,-0.0013493393,-0.005980583,6.53361e-05,-0.002279685,-0.00052590866,0.00031282887,-0.0013587066
0.00016666269,0.00074092665,0.00037567434,-0.0009870129,-0.00032700488,0.00013047397,-0.001342151,-0.00029233584,-0.0014992731,-0.0060871565,8.974551e-05,-0.0022463633,-0.0004665414,0.00014427272,-0.001577797
0.00013828646,0.0011489096,0.00039658952,-0.0009443799,0.00013963864,-3.584762e-05,-0.0015011686,-0.00041500438,-0.0014825413,-0.005461927,3.2119408e-06,-0.0021359175,-0.00029313788,0.0006200951,-0.0016051305
0.00011389495,0.0008727041,0.00022311836,-0.00045916138,-0.0003474749,9.001533e-05,-0.0013039528,-0.0003225296,-0.0017156197,-0.0057342667,-3.3758846e-05,-0.0019821585,-0.0005159027,0.00052658113,-0.0010512493
-3.0960036e-06,0.00093556714,0.00017409108,-0.0009242525,-0.00027211368,7.917266e-06,-0.0016506205,-0.0012775514,-0.0018509049,-0.005481256,-1.5928223e-05,-0.0015921906,-0.00056537753,0.0008789337,-0.00087900873
0.0001752091,0.001318638,3.7406757e-05,-0.0011636367,9.400745e-05,-0.00015181261,-0.001227504,-0.0015114014,-0.0017824696,-0.005766265,-4.549472e-05,-0.0018253321,-0.00060568255,0.0006385835,-0.0012623105
0.00031242537,0.0012572668,0.00018035395,-0.0008463445,-4.1462674e-05,0.0001589094,-0.0011534777,-0.00040496455,-0.0021296458,-0.005719721,-1.0582888e-05,-0.0013604556,-0.00067557144,0.00041683883,-0.000917636
-3.8299357e-05,0.00052429974,-0.0002395747,-0.0012600477,-0.00015732151,2.4011513e-05,-0.001226309,-0.00087486126,-0.0019910554,-0.005651102,-6.108496e-05,-0.002245639,-0.00059496646,0.00073593657,-0.00088322203
0.00022471657,0.0010313616,6.4992775e-05,-0.00091554754,-0.00032119374,6.636091e-05,-0.0009053903,-0.0008876389,-0.001784165,-0.005494878,0.00010164586,-0.0021809645,-0.00035865244,0.00068122346,-0.001202897
2.4396952e-05,0.00059051777,-6.2059684e-05,-0.0014183292,9.001755e-05,0.0002631771,-0.0012958992,-0.0007527772,-0.0015100486,-0.005189462,-8.323326e-05,-0.0015504702,-0.00053499156,0.0007183015,-0.0006707041
9.959185e-05,0.0007630971,0.0003079148,-0.0011947728,-0.00023679019,0.00030664628,-0.0011680148,-0.00028149955,-0.0013313128,-0.005219186,-6.9798174e-05,-0.0019318608,-0.00012068796,0.0005928584,-0.0009737571
2.2602908e-05,0.0008128818,0.00021382069,-0.0012669545,-0.00022808772,0.00016462068,-0.0011534811,-0.0006110543,-0.0016383769,-0.004819634,-0.00019948334,-0.0018393213,-0.00041006005,0.00052337087,-0.0010712913
-0.00041400772,0.00090442057,-0.00016583224,-0.0013566393,-0.00095679326,0.00012365376,-0.0010014296,-0.0005061994,-0.0014909742,-0.00495201,-0.00012867208,-0.0022007911,-0.00080459524,0.00065497885,-0.0010344513
5.0130516e-06,0.0008432792,-0.00020321396,-0.0013802042,-0.00037312956,0.00020849229,-0.000838823,-0.00042825818,-0.0014506123,-0.0051021525,-4.6458445e-05,-0.0023783336,-0.0010418112,0.00062862976,-0.0011064785
-0.00022140905,0.0010477406,-5.951163e-05,-0.0014592626,-0.0001568259,3.7341506e-05,-0.0008057315,-0.0005026571,-0.0017367956,-0.0049124816,-0.00014853162,-0.0023196419,-0.0010075723,0.00056048855,-0.0010943589
0.00023890745,0.0008967849,-0.00025370158,-0.0016417503,-0.00022331109,0.00021003599,-0.0009601777,-0.00053747115,-0.0015506275,-0.004528384,-0.00018361649,-0.0031284122,-0.0011827864,0.00024059824,-0.0014396243
8.6412125e-05,0.00073974684,2.8537102e-05,-0.0014837587,-2.168688e-05,0.00031979542,-0.000396216,-0.0007427336,-0.0015932391,-0.0051011485,-0.00012067324,-0.0025795894,-0.0010460276,0.00041180622,-0.0010825763
-8.665731e-05,0.00084445736,-0.00025513727,-0.0018848521,0.0001208857,0.00030589142,-0.002454678,-0.0003464459,-0.0015553578,-0.0049857064,-6.6539866e-07,-0.0027185169,-0.00085548934,0.0005108933,-0.0010432743
0.00028947485,0.00052124757,-0.00037584006,-0.0019312815,-0.00016002703,0.00018232742,-0.0011198648,-0.0004850608,-0.0016442926,-0.004892966,0.00017644597,-0.002726459,-0.0008264634,0.00071583374,-0.0012544799
-0.00012866326,0.00046300294,-0.0006862932,-0.0016361987,-0.00035045325,4.5654986e-05,-0.0028059601,-0.0007106336,-0.0014623331,-0.0046622595,0.00013514141,-0.0024101166,-0.0009756236,-0.00015359718,-0.001333007
7.375808e-05,0.0007405743,-0.0011084261,-0.0016292224,5.0520557e-05,0.00010619942,-0.00042151875,-0.0007169186,-0.001853974,-0.0047997,-2.4149747e-05,-0.0027050434,-0.0011500374,5.6980283e-05,-0.0010372826
-0.00013743395,0.0005842692,-0.0014337297,-0.0014874006,-9.6423166e-05,8.3706625e-05,-0.001398721,-0.0011592851,-0.0017872634,-0.0044948645,-4.326414e-06,-0.0022614002,-0.0009007641,-0.00032761734,-0.0012043534
-7.1562885e-05,0.0006360479,-0.0015151511,-0.0015747722,0.00015185113,0.00018315132,-0.000884535,-0.0009908667,-0.0017728866,-0.0051960987,-8.1541875e-05,-0.0024330942,-0.0011243992,-0.00018498329,-0.0012595843
-0.0002034885,0.0004737453,-0.0017053342,-0.0013806414,-0.0005382633,-0.00014106388,-0.00053146953,-0.0012228211,-0.0016271318,-0.0045445394,-5.9635524e-05,-0.0023050806,-0.0007163525,-0.000582886,-0.00127452
-0.00011325941,0.000622657,-0.0018815807,-0.001536461,-0.00042712764,6.624074e-05,-0.00084688776,-0.0011128823,-0.0018294099,-0.004753875,-2.6749412e-05,-0.0021395064,-0.0008684253,-0.0007157873,-0.0014991835
-0.00035638033,0.00070424716,-0.001583644,-0.001748974,0.00028939924,1.7665645e-05,-0.00067571393,-0.0015110171,-0.0015175998,-0.0042328276,6.56372e-05,-0.0025029907,-0.0008879442,-0.0006265331,-0.0012987633
0.00012317192,0.0008035029,-0.0018297007,-0.0017275084,0.00033809638,0.00036835074,-0.00058865343,-0.0010936065,-0.0017544723,-0.004647837,-9.461293e-05,-0.0019094887,-0.001105606,-0.00058944244,-0.0011720055
-5.7124467e-05,0.00049549417,-0.002015381,-0.0020304893,9.9410994e-05,0.00017063602,-0.0006843994,-0.0015043711,-0.0009405823,-0.0047489065,0.00012335615,-0.0028072165,-0.0009348677,-0.0008056798,-0.0013547421
5.968552e-06,0.0007776328,-0.0020281665,-0.0016928299,-0.000208183,0.00046543757,-0.00048526225,-0.0012859228,-0.0010844345,-0.004677159,0.00017223999,-0.0020886045,-0.0008890173,-0.0008004776,-0.0006396782
0.00019632613,0.00044724197,-0.0021320528,-0.0013750528,-0.00017557849,0.00023295752,-0.00047607505,-0.001377829,-0.0014632113,-0.004986991,0.00011364464,-0.0022220232,-0.0011082671,-0.00049255375,-0.0009167163
4.880186e-05,-0.0007729279,-0.002124376,-0.001061891,4.749836e-05,0.00021522706,-0.00032679155,-0.0014373704,-0.001697536,-0.0051752385,0.000208541,-0.0022686278,-0.0010761981,-0.00043658327,-0.0008906384
-0.00025476544,0.0005797833,-0.0017966846,-0.0013187604,6.986496e-05,0.00023165153,-0.0005645278,-0.0016695585,-0.0016323397,-0.0050060772,-1.5837766e-05,-0.0016652534,-0.0012361496,-0.00015259197,-0.001045003
-0.00036212636,0.0005712531,-0.0021463323,-0.0016645624,0.00028033069,0.00045369318,-0.00016854289,-0.0012795402,-0.0014741138,-0.004943138,-7.872658e-05,-0.0011411838,-0.0012178917,-0.00024333702,-0.0007372788
-0.00011737489,0.00036249164,-0.0014556701,-0.0015102999,-0.00024875894,0.00038390767,-0.0005280029,-0.0012457167,-0.001649503,-0.0050520943,-0.00013744093,-0.0015149709,-0.0009119144,-0.00048194182,-0.00080189493
