samp,subpop,trial,odor,value,odor_order,value_detrended
230914_ORL_GCaMP6f_F1,ORL,1,octanal3.525,0.0024303875,8,0.0024134341932993976
230914_ORL_GCaMP6f_F1,ORL,2,octanal3.525,0.0042376514,44,0.00407760253071507
230914_ORL_GCaMP6f_F2,ORL,1,octanal3.525,0.001754487,8,0.0018676416897434184
230914_ORL_GCaMP6f_F2,ORL,2,octanal3.525,0.0013852275,44,0.0019534838847950543
230915_ORL_GCaMP6f_F1,ORL,1,octanal3.525,0.0007479962,8,0.0008106998587387863
230915_ORL_GCaMP6f_F1,ORL,2,octanal3.525,0.00090518367,44,0.0014093556222043741
230913_U52_GCaMP6f_F2,U52,1,octanal3.525,0.0011543302,8,0.001414845393157006
230913_U52_GCaMP6f_F2,U52,2,octanal3.525,0.0007135297,44,0.002185224966746138
230913_U52_GCaMP6f_F3,U52,1,octanal3.525,0.0023081028,8,0.002474221715988503
230913_U52_GCaMP6f_F3,U52,2,octanal3.525,0.0009753337,44,0.001429428036620696
230914_U52_GCaMP6f_F1,U52,1,octanal3.525,0.003656233,8,0.004403648414327282
230914_U52_GCaMP6f_F1,U52,2,octanal3.525,0.001477886,44,0.004110779575639615
230914_U52_GCaMP6f_F2,U52,1,octanal3.525,0.0028606555,8,0.0034316829416005117
230914_U52_GCaMP6f_F2,U52,2,octanal3.525,0.0010589843,44,0.0028814978368815166
230915_U52_GCaMP6f_F2,U52,1,octanal3.525,0.0013786872,8,0.0014995000342443879
230915_U52_GCaMP6f_F2,U52,2,octanal3.525,0.001393703,44,0.0022121485408414226
230914_FCV_GCaMP6f_F1,FCV,1,octanal3.525,0.004020748,8,0.004569793212488201
230914_FCV_GCaMP6f_F1,FCV,2,octanal3.525,0.0015687881,44,0.0031718131958993643
230914_FCV_GCaMP6f_F2,FCV,1,octanal3.525,0.0034762158,8,0.004028702195871081
230914_FCV_GCaMP6f_F2,FCV,2,octanal3.525,0.001239173,44,0.002789030994293852
230914_FCV_GCaMP6f_F3,FCV,1,octanal3.525,0.00367742,8,0.00407638847756429
230914_FCV_GCaMP6f_F3,FCV,2,octanal3.525,0.0011463837,44,0.002020030032764631
230915_FCV_GCaMP6f_F1,FCV,1,octanal3.525,0.0042901197,8,0.004851629532729916
230915_FCV_GCaMP6f_F1,FCV,2,octanal3.525,0.00061427185,44,0.0012082612027997422
230913_ORL_GCaMP6f_F1,ORL,1,octanal3.09,0.00032635845,9,0.0003452422405600896
230913_ORL_GCaMP6f_F1,ORL,2,octanal3.09,0.0012335414,45,0.0016341768459810664
230913_ORL_GCaMP6f_F2,ORL,1,octanal3.09,0.0009619177,9,0.0009810431026583885
230913_ORL_GCaMP6f_F2,ORL,2,octanal3.09,0.0011522111,45,0.0012714020806398065
230914_ORL_GCaMP6f_F1,ORL,1,octanal3.09,0.0023265649,9,0.002308315154100996
230914_ORL_GCaMP6f_F1,ORL,2,octanal3.09,0.0037189038,45,0.0035753173714618857
230914_ORL_GCaMP6f_F2,ORL,1,octanal3.09,0.0017034181,9,0.001827500853138973
230914_ORL_GCaMP6f_F2,ORL,2,octanal3.09,0.0013979889,45,0.001986942855290394
230915_ORL_GCaMP6f_F1,ORL,1,octanal3.09,0.00047330128,9,0.0005181654751404965
230915_ORL_GCaMP6f_F1,ORL,2,octanal3.09,0.00028126145,45,0.00044234811553624774
230913_U52_GCaMP6f_F2,U52,1,octanal3.09,0.0007507327,9,0.000943868790126447
230913_U52_GCaMP6f_F2,U52,2,octanal3.09,0.00053499034,45,0.0016806504845774575
230913_U52_GCaMP6f_F3,U52,1,octanal3.09,0.0012180478,9,0.0013171060101493414
230913_U52_GCaMP6f_F3,U52,2,octanal3.09,0.0017967278,45,0.0026562214931647107
230914_U52_GCaMP6f_F1,U52,1,octanal3.09,0.001758673,9,0.002168009677574936
230914_U52_GCaMP6f_F1,U52,2,octanal3.09,0.0009962491,45,0.0028362763506497982
230914_U52_GCaMP6f_F2,U52,1,octanal3.09,0.0014015657,9,0.001720026966445728
230914_U52_GCaMP6f_F2,U52,2,octanal3.09,0.001059587,45,0.0029494809613305087
230915_U52_GCaMP6f_F2,U52,1,octanal3.09,0.0019968534,9,0.0021947598693732658
230915_U52_GCaMP6f_F2,U52,2,octanal3.09,0.0014926082,45,0.00239414233311747
230914_FCV_GCaMP6f_F1,FCV,1,octanal3.09,0.0021215677,9,0.002450164821889751
230914_FCV_GCaMP6f_F1,FCV,2,octanal3.09,0.0013756066,45,0.002826091883820923
230914_FCV_GCaMP6f_F2,FCV,1,octanal3.09,0.0020725515,9,0.0024466456327054795
230914_FCV_GCaMP6f_F2,FCV,2,octanal3.09,0.0012296481,45,0.002819093927142605
