samp,subpop,trial,odor,value,odor_order,value_detrended
230914_FCV_GCaMP6f_F1,FCV,2,octanal3.525,0.001248051,44,0.0028714959603039075
230914_FCV_GCaMP6f_F2,FCV,1,octanal3.525,0.0017642642,8,0.002053886228200712
230914_FCV_GCaMP6f_F2,FCV,2,octanal3.525,0.00073355535,44,0.0016924002301881662
230914_FCV_GCaMP6f_F3,FCV,1,octanal3.525,0.0024651834,8,0.002832801655868827
230914_FCV_GCaMP6f_F3,FCV,2,octanal3.525,0.0006558588,44,0.0014087323294824888
230915_FCV_GCaMP6f_F1,FCV,1,octanal3.525,0.0045085843,8,0.005567706455905829
230915_FCV_GCaMP6f_F1,FCV,2,octanal3.525,0.00095303997,44,0.0030416543608087422
230913_ORL_GCaMP6f_F1,ORL,1,octanal3.09,0.0008925987,9,0.0008547633062149946
230913_ORL_GCaMP6f_F1,ORL,2,octanal3.09,0.0025076736,45,0.002019384921544868
230913_ORL_GCaMP6f_F2,ORL,1,octanal3.09,0.0019248792,9,0.0019510412658090433
230913_ORL_GCaMP6f_F2,ORL,2,octanal3.09,0.0015749923,45,0.0016849744211736952
230914_ORL_GCaMP6f_F1,ORL,1,octanal3.09,0.00052098837,9,0.000526882581939273
230914_ORL_GCaMP6f_F1,ORL,2,octanal3.09,0.0026810544,45,0.0028361858812587385
230914_ORL_GCaMP6f_F2,ORL,1,octanal3.09,0.0034455042,9,0.0037848556576375028
230914_ORL_GCaMP6f_F2,ORL,2,octanal3.09,0.00068875455,45,0.0011016589583300127
230915_ORL_GCaMP6f_F1,ORL,1,octanal3.09,0.00050025823,9,0.000541855534881682
230915_ORL_GCaMP6f_F1,ORL,2,octanal3.09,0.0004781254,45,0.0007128336200227709
230913_U52_GCaMP6f_F2,U52,1,octanal3.09,0.0007032867,9,0.000858727920747688
230913_U52_GCaMP6f_F2,U52,2,octanal3.09,0.0006626484,45,0.0017984528253170479
230913_U52_GCaMP6f_F3,U52,1,octanal3.09,0.0016950578,9,0.0017365568666939763
230913_U52_GCaMP6f_F3,U52,2,octanal3.09,0.0022404995,45,0.0025285255140633177
230914_U52_GCaMP6f_F1,U52,1,octanal3.09,0.0010246257,9,0.001256025506003692
230914_U52_GCaMP6f_F1,U52,2,octanal3.09,0.00062572083,45,0.001731995192047789
230914_U52_GCaMP6f_F2,U52,1,octanal3.09,0.0007981635,9,0.0009850461212513547
230914_U52_GCaMP6f_F2,U52,2,octanal3.09,0.001179876,45,0.0033780017897473463
230915_U52_GCaMP6f_F2,U52,1,octanal3.09,0.0013955266,9,0.0016062412707288655
230915_U52_GCaMP6f_F2,U52,2,octanal3.09,0.0004952857,45,0.0010005046160800714
230914_FCV_GCaMP6f_F1,FCV,1,octanal3.09,0.001509089,9,0.001789513253585605
230914_FCV_GCaMP6f_F1,FCV,2,octanal3.09,0.0014834809,45,0.0034784221496981537
230914_FCV_GCaMP6f_F2,FCV,1,octanal3.09,0.00074641407,9,0.0008856133889946444
230914_FCV_GCaMP6f_F2,FCV,2,octanal3.09,0.0008417837,45,0.00197934862616555
230914_FCV_GCaMP6f_F3,FCV,1,octanal3.09,0.00091320457,9,0.0010677777717930984
230914_FCV_GCaMP6f_F3,FCV,2,octanal3.09,0.0007233486,45,0.001580926368892537
230915_FCV_GCaMP6f_F1,FCV,1,octanal3.09,0.0021357795,9,0.002707990062693294
230915_FCV_GCaMP6f_F1,FCV,2,octanal3.09,0.00096324884,45,0.0031563979881183498
230913_ORL_GCaMP6f_F1,ORL,1,octanal1.595,0.0013173493,10,0.0012554531857560433
230913_ORL_GCaMP6f_F1,ORL,2,octanal1.595,0.0022561196,46,0.001808090554944276
