sample	subpop	trial	odor	peak_value
230915_ORL_GCaMP6f_F1	ORL	1	nonanal4.045	0.002198058
230915_ORL_GCaMP6f_F1	ORL	2	nonanal4.045	0.0020869642
230913_U52_GCaMP6f_F2	U52	1	nonanal4.045	0.003834973
230913_U52_GCaMP6f_F2	U52	2	nonanal4.045	0.0008705277
230913_U52_GCaMP6f_F3	U52	1	nonanal4.045	0.0066522607
230913_U52_GCaMP6f_F3	U52	2	nonanal4.045	0.0034816847
230914_U52_GCaMP6f_F1	U52	1	nonanal4.045	0.010375297
230914_U52_GCaMP6f_F1	U52	2	nonanal4.045	0.0047166804
230914_U52_GCaMP6f_F2	U52	1	nonanal4.045	0.004144818
230914_U52_GCaMP6f_F2	U52	2	nonanal4.045	0.0008381787
230915_U52_GCaMP6f_F2	U52	1	nonanal4.045	0.008748654
230915_U52_GCaMP6f_F2	U52	2	nonanal4.045	0.0067048715
230913_FCV_GCaMP6f_F1	FCV	1	nonanal4.045	0.0012293819
230913_FCV_GCaMP6f_F1	FCV	2	nonanal4.045	0.0004198165
230914_FCV_GCaMP6f_F1	FCV	1	nonanal4.045	0.008360203
230914_FCV_GCaMP6f_F1	FCV	2	nonanal4.045	0.005362295
230914_FCV_GCaMP6f_F2	FCV	1	nonanal4.045	0.0064752228
230914_FCV_GCaMP6f_F2	FCV	2	nonanal4.045	0.0024268588
230914_FCV_GCaMP6f_F3	FCV	1	nonanal4.045	0.00716083
230914_FCV_GCaMP6f_F3	FCV	2	nonanal4.045	0.0031852908
230915_FCV_GCaMP6f_F1	FCV	1	nonanal4.045	0.0035666346
230915_FCV_GCaMP6f_F1	FCV	2	nonanal4.045	0.0020610858
230913_ORL_GCaMP6f_F1	ORL	1	nonanal3.445	0.00089881354
230913_ORL_GCaMP6f_F1	ORL	2	nonanal3.445	0.00093876314
230913_ORL_GCaMP6f_F2	ORL	1	nonanal3.445	0.0016872782
230913_ORL_GCaMP6f_F2	ORL	2	nonanal3.445	0.0020111168
230914_ORL_GCaMP6f_F1	ORL	1	nonanal3.445	0.0050349147
230914_ORL_GCaMP6f_F1	ORL	2	nonanal3.445	0.0071875495
230914_ORL_GCaMP6f_F2	ORL	1	nonanal3.445	0.0028602178
230914_ORL_GCaMP6f_F2	ORL	2	nonanal3.445	0.0026260465
230915_ORL_GCaMP6f_F1	ORL	1	nonanal3.445	0.0008517565
230915_ORL_GCaMP6f_F1	ORL	2	nonanal3.445	0.0007111376
230913_U52_GCaMP6f_F2	U52	1	nonanal3.445	0.0015816649
230913_U52_GCaMP6f_F2	U52	2	nonanal3.445	0.00058837555
230913_U52_GCaMP6f_F3	U52	1	nonanal3.445	0.0032615736
230913_U52_GCaMP6f_F3	U52	2	nonanal3.445	0.0020813493
230914_U52_GCaMP6f_F1	U52	1	nonanal3.445	0.005468967
230914_U52_GCaMP6f_F1	U52	2	nonanal3.445	0.002390106
230914_U52_GCaMP6f_F2	U52	1	nonanal3.445	0.0031033005
230914_U52_GCaMP6f_F2	U52	2	nonanal3.445	0.00063773
230915_U52_GCaMP6f_F2	U52	1	nonanal3.445	0.002460011
230915_U52_GCaMP6f_F2	U52	2	nonanal3.445	0.003570493
230913_FCV_GCaMP6f_F1	FCV	1	nonanal3.445	0.00023765874
230913_FCV_GCaMP6f_F1	FCV	2	nonanal3.445	0.0003174023
230914_FCV_GCaMP6f_F1	FCV	1	nonanal3.445	0.0050414396
230914_FCV_GCaMP6f_F1	FCV	2	nonanal3.445	0.002542132
230914_FCV_GCaMP6f_F2	FCV	1	nonanal3.445	0.0046483544
230914_FCV_GCaMP6f_F2	FCV	2	nonanal3.445	0.0019260742
230914_FCV_GCaMP6f_F3	FCV	1	nonanal3.445	0.003929024
230914_FCV_GCaMP6f_F3	FCV	2	nonanal3.445	0.0013423287
230915_FCV_GCaMP6f_F1	FCV	1	nonanal3.445	0.0033098487
230915_FCV_GCaMP6f_F1	FCV	2	nonanal3.445	0.0013380996
230913_ORL_GCaMP6f_F1	ORL	1	nonanal2.77	0.0013210673
230913_ORL_GCaMP6f_F1	ORL	2	nonanal2.77	0.00044267002
230913_ORL_GCaMP6f_F2	ORL	1	nonanal2.77	0.0015238617
230913_ORL_GCaMP6f_F2	ORL	2	nonanal2.77	0.0013133277
230914_ORL_GCaMP6f_F1	ORL	1	nonanal2.77	0.003418524
230914_ORL_GCaMP6f_F1	ORL	2	nonanal2.77	0.0040484546
230914_ORL_GCaMP6f_F2	ORL	1	nonanal2.77	0.0020271463
230914_ORL_GCaMP6f_F2	ORL	2	nonanal2.77	0.0011903392
230915_ORL_GCaMP6f_F1	ORL	1	nonanal2.77	0.0007424973
230915_ORL_GCaMP6f_F1	ORL	2	nonanal2.77	0.00085357315
230913_U52_GCaMP6f_F2	U52	1	nonanal2.77	0.000767541
230913_U52_GCaMP6f_F2	U52	2	nonanal2.77	0.0004859496
230913_U52_GCaMP6f_F3	U52	1	nonanal2.77	0.0015053204
230913_U52_GCaMP6f_F3	U52	2	nonanal2.77	0.0014593896
230914_U52_GCaMP6f_F1	U52	1	nonanal2.77	0.0032438484
230914_U52_GCaMP6f_F1	U52	2	nonanal2.77	0.00095660915
230914_U52_GCaMP6f_F2	U52	1	nonanal2.77	0.0014128329
230914_U52_GCaMP6f_F2	U52	2	nonanal2.77	0.00034554102
230915_U52_GCaMP6f_F2	U52	1	nonanal2.77	0.002763884
230915_U52_GCaMP6f_F2	U52	2	nonanal2.77	0.001925777
230913_FCV_GCaMP6f_F1	FCV	1	nonanal2.77	0.00024098375
230913_FCV_GCaMP6f_F1	FCV	2	nonanal2.77	0.0003583017
230914_FCV_GCaMP6f_F1	FCV	1	nonanal2.77	0.0031897642
230914_FCV_GCaMP6f_F1	FCV	2	nonanal2.77	0.0006207741
230914_FCV_GCaMP6f_F2	FCV	1	nonanal2.77	0.0016159115
230914_FCV_GCaMP6f_F2	FCV	2	nonanal2.77	0.0010304323
230914_FCV_GCaMP6f_F3	FCV	1	nonanal2.77	0.0006558903
230914_FCV_GCaMP6f_F3	FCV	2	nonanal2.77	0.00072146964
230915_FCV_GCaMP6f_F1	FCV	1	nonanal2.77	0.0023086492
230915_FCV_GCaMP6f_F1	FCV	2	nonanal2.77	0.000630158
230913_ORL_GCaMP6f_F1	ORL	1	nonanal1.72	0.00035087287
230913_ORL_GCaMP6f_F1	ORL	2	nonanal1.72	0.00071221666
230913_ORL_GCaMP6f_F2	ORL	1	nonanal1.72	0.0014123657
230913_ORL_GCaMP6f_F2	ORL	2	nonanal1.72	0.0015881194
230914_ORL_GCaMP6f_F1	ORL	1	nonanal1.72	0.001956731
230914_ORL_GCaMP6f_F1	ORL	2	nonanal1.72	0.0015387041
230914_ORL_GCaMP6f_F2	ORL	1	nonanal1.72	0.0013222654
230914_ORL_GCaMP6f_F2	ORL	2	nonanal1.72	0.0007087632
230915_ORL_GCaMP6f_F1	ORL	1	nonanal1.72	0.0010198746
230915_ORL_GCaMP6f_F1	ORL	2	nonanal1.72	0.0007293508
230913_U52_GCaMP6f_F2	U52	1	nonanal1.72	0.00059990666
230913_U52_GCaMP6f_F2	U52	2	nonanal1.72	0.0009663813
230913_U52_GCaMP6f_F3	U52	1	nonanal1.72	0.0026343241
230913_U52_GCaMP6f_F3	U52	2	nonanal1.72	0.0007327277
230914_U52_GCaMP6f_F1	U52	1	nonanal1.72	0.0011970786
230914_U52_GCaMP6f_F1	U52	2	nonanal1.72	0.00056969485
230914_U52_GCaMP6f_F2	U52	1	nonanal1.72	0.0016003625
230914_U52_GCaMP6f_F2	U52	2	nonanal1.72	0.00069779897
230915_U52_GCaMP6f_F2	U52	1	nonanal1.72	0.001502234
230915_U52_GCaMP6f_F2	U52	2	nonanal1.72	0.0005640626
230913_FCV_GCaMP6f_F1	FCV	1	nonanal1.72	0.00018837588
230913_FCV_GCaMP6f_F1	FCV	2	nonanal1.72	0.00037913496
230914_FCV_GCaMP6f_F1	FCV	1	nonanal1.72	0.0013980797
230914_FCV_GCaMP6f_F1	FCV	2	nonanal1.72	0.0010692807
230914_FCV_GCaMP6f_F2	FCV	1	nonanal1.72	0.000582665
230914_FCV_GCaMP6f_F2	FCV	2	nonanal1.72	0.00057607115
230914_FCV_GCaMP6f_F3	FCV	1	nonanal1.72	0.0006348322
230914_FCV_GCaMP6f_F3	FCV	2	nonanal1.72	0.001052349
230915_FCV_GCaMP6f_F1	FCV	1	nonanal1.72	0.0011208036
230915_FCV_GCaMP6f_F1	FCV	2	nonanal1.72	0.00052045216
230913_ORL_GCaMP6f_F1	ORL	1	decanal4.53	0.0038663645
230913_ORL_GCaMP6f_F1	ORL	2	decanal4.53	0.0033390357
230913_ORL_GCaMP6f_F2	ORL	1	decanal4.53	0.011172923
230913_ORL_GCaMP6f_F2	ORL	2	decanal4.53	0.008800178
230914_ORL_GCaMP6f_F1	ORL	1	decanal4.53	0.013570639
230914_ORL_GCaMP6f_F1	ORL	2	decanal4.53	0.013155174
230914_ORL_GCaMP6f_F2	ORL	1	decanal4.53	0.016143927
230914_ORL_GCaMP6f_F2	ORL	2	decanal4.53	0.010973097
230915_ORL_GCaMP6f_F1	ORL	1	decanal4.53	0.011216538
230915_ORL_GCaMP6f_F1	ORL	2	decanal4.53	0.0072901133
230913_U52_GCaMP6f_F2	U52	1	decanal4.53	0.0050775926
230913_U52_GCaMP6f_F2	U52	2	decanal4.53	0.0021972558
230913_U52_GCaMP6f_F3	U52	1	decanal4.53	0.00599873
230913_U52_GCaMP6f_F3	U52	2	decanal4.53	0.0030844356
230914_U52_GCaMP6f_F1	U52	1	decanal4.53	0.012262922
230914_U52_GCaMP6f_F1	U52	2	decanal4.53	0.004408526
230914_U52_GCaMP6f_F2	U52	1	decanal4.53	0.0017653028
230914_U52_GCaMP6f_F2	U52	2	decanal4.53	0.0008263117
230915_U52_GCaMP6f_F2	U52	1	decanal4.53	0.009846498
230915_U52_GCaMP6f_F2	U52	2	decanal4.53	0.0065855174
230913_FCV_GCaMP6f_F1	FCV	1	decanal4.53	0.0005165858
230913_FCV_GCaMP6f_F1	FCV	2	decanal4.53	0.00057221483
230914_FCV_GCaMP6f_F1	FCV	1	decanal4.53	0.010025012
230914_FCV_GCaMP6f_F1	FCV	2	decanal4.53	0.0056028715
230914_FCV_GCaMP6f_F2	FCV	1	decanal4.53	0.005804152
230914_FCV_GCaMP6f_F2	FCV	2	decanal4.53	0.0023589244
230914_FCV_GCaMP6f_F3	FCV	1	decanal4.53	0.0054371674
230914_FCV_GCaMP6f_F3	FCV	2	decanal4.53	0.0029549168
230915_FCV_GCaMP6f_F1	FCV	1	decanal4.53	0.0052682566
230915_FCV_GCaMP6f_F1	FCV	2	decanal4.53	0.0020388672
230913_ORL_GCaMP6f_F1	ORL	1	decanal4.015	0.001568187
230913_ORL_GCaMP6f_F1	ORL	2	decanal4.015	0.0022187862
230913_ORL_GCaMP6f_F2	ORL	1	decanal4.015	0.005816765
230913_ORL_GCaMP6f_F2	ORL	2	decanal4.015	0.0061420994
230914_ORL_GCaMP6f_F1	ORL	1	decanal4.015	0.013251675
230914_ORL_GCaMP6f_F1	ORL	2	decanal4.015	0.012372157
230914_ORL_GCaMP6f_F2	ORL	1	decanal4.015	0.01229918
230914_ORL_GCaMP6f_F2	ORL	2	decanal4.015	0.008805284
230915_ORL_GCaMP6f_F1	ORL	1	decanal4.015	0.005377665
230915_ORL_GCaMP6f_F1	ORL	2	decanal4.015	0.004037364
230913_U52_GCaMP6f_F2	U52	1	decanal4.015	0.0041516577
230913_U52_GCaMP6f_F2	U52	2	decanal4.015	0.001496694
230913_U52_GCaMP6f_F3	U52	1	decanal4.015	0.005763487
230913_U52_GCaMP6f_F3	U52	2	decanal4.015	0.0040331017
230914_U52_GCaMP6f_F1	U52	1	decanal4.015	0.010939882
230914_U52_GCaMP6f_F1	U52	2	decanal4.015	0.003680122
230914_U52_GCaMP6f_F2	U52	1	decanal4.015	0.0020676232
230914_U52_GCaMP6f_F2	U52	2	decanal4.015	0.00051223964
230915_U52_GCaMP6f_F2	U52	1	decanal4.015	0.009337934
230915_U52_GCaMP6f_F2	U52	2	decanal4.015	0.0071855397
230913_FCV_GCaMP6f_F1	FCV	1	decanal4.015	0.0007873965
230913_FCV_GCaMP6f_F1	FCV	2	decanal4.015	0.00034176896
230914_FCV_GCaMP6f_F1	FCV	1	decanal4.015	0.005521515
230914_FCV_GCaMP6f_F1	FCV	2	decanal4.015	0.004101117
230914_FCV_GCaMP6f_F2	FCV	1	decanal4.015	0.0050324257
230914_FCV_GCaMP6f_F2	FCV	2	decanal4.015	0.002543207
230914_FCV_GCaMP6f_F3	FCV	1	decanal4.015	0.0038935982
230914_FCV_GCaMP6f_F3	FCV	2	decanal4.015	0.0027187192
230915_FCV_GCaMP6f_F1	FCV	1	decanal4.015	0.0041110488
230915_FCV_GCaMP6f_F1	FCV	2	decanal4.015	0.002181885
230913_ORL_GCaMP6f_F1	ORL	1	decanal3.425	0.0010351833
230913_ORL_GCaMP6f_F1	ORL	2	decanal3.425	0.001252824
230913_ORL_GCaMP6f_F2	ORL	1	decanal3.425	0.0023662855
230913_ORL_GCaMP6f_F2	ORL	2	decanal3.425	0.0050466345
230914_ORL_GCaMP6f_F1	ORL	1	decanal3.425	0.007255185
230914_ORL_GCaMP6f_F1	ORL	2	decanal3.425	0.007711503
230914_ORL_GCaMP6f_F2	ORL	1	decanal3.425	0.0046549193
230914_ORL_GCaMP6f_F2	ORL	2	decanal3.425	0.0039424296
230915_ORL_GCaMP6f_F1	ORL	1	decanal3.425	0.0010430447
230915_ORL_GCaMP6f_F1	ORL	2	decanal3.425	0.0017421037
230913_U52_GCaMP6f_F2	U52	1	decanal3.425	0.0017551399
230913_U52_GCaMP6f_F2	U52	2	decanal3.425	0.00062498293
230913_U52_GCaMP6f_F3	U52	1	decanal3.425	0.0034386877
230913_U52_GCaMP6f_F3	U52	2	decanal3.425	0.0039054435
230914_U52_GCaMP6f_F1	U52	1	decanal3.425	0.006890291
230914_U52_GCaMP6f_F1	U52	2	decanal3.425	0.002241167
230914_U52_GCaMP6f_F2	U52	1	decanal3.425	0.0005166328
230914_U52_GCaMP6f_F2	U52	2	decanal3.425	0.0013177408
230915_U52_GCaMP6f_F2	U52	1	decanal3.425	0.0048596947
230915_U52_GCaMP6f_F2	U52	2	decanal3.425	0.004514842
230913_FCV_GCaMP6f_F1	FCV	1	decanal3.425	0.0002611808
230913_FCV_GCaMP6f_F1	FCV	2	decanal3.425	0.00030230996
230914_FCV_GCaMP6f_F1	FCV	1	decanal3.425	0.005028895
230914_FCV_GCaMP6f_F1	FCV	2	decanal3.425	0.0030513208
230914_FCV_GCaMP6f_F2	FCV	1	decanal3.425	0.0030256298
230914_FCV_GCaMP6f_F2	FCV	2	decanal3.425	0.0013818416
230914_FCV_GCaMP6f_F3	FCV	1	decanal3.425	0.0024892224
230914_FCV_GCaMP6f_F3	FCV	2	decanal3.425	0.0014295843
230915_FCV_GCaMP6f_F1	FCV	1	decanal3.425	0.0039881803
230915_FCV_GCaMP6f_F1	FCV	2	decanal3.425	0.0010790714
230913_ORL_GCaMP6f_F1	ORL	1	decanal2.855	0.00066057267
230913_ORL_GCaMP6f_F1	ORL	2	decanal2.855	0.0016301292
230913_ORL_GCaMP6f_F2	ORL	1	decanal2.855	0.0021422207
230913_ORL_GCaMP6f_F2	ORL	2	decanal2.855	0.00258522
230914_ORL_GCaMP6f_F1	ORL	1	decanal2.855	0.003579407
230914_ORL_GCaMP6f_F1	ORL	2	decanal2.855	0.0042524463
230914_ORL_GCaMP6f_F2	ORL	1	decanal2.855	0.002153653
230914_ORL_GCaMP6f_F2	ORL	2	decanal2.855	0.0024613608
230915_ORL_GCaMP6f_F1	ORL	1	decanal2.855	0.00095583714
230915_ORL_GCaMP6f_F1	ORL	2	decanal2.855	0.0010554976
230913_U52_GCaMP6f_F2	U52	1	decanal2.855	0.0010897984
230913_U52_GCaMP6f_F2	U52	2	decanal2.855	0.00032868935
230913_U52_GCaMP6f_F3	U52	1	decanal2.855	0.0021953755
230913_U52_GCaMP6f_F3	U52	2	decanal2.855	0.0018148874
230914_U52_GCaMP6f_F1	U52	1	decanal2.855	0.00467136
230914_U52_GCaMP6f_F1	U52	2	decanal2.855	0.0012234829
230914_U52_GCaMP6f_F2	U52	1	decanal2.855	0.0016043201
230914_U52_GCaMP6f_F2	U52	2	decanal2.855	0.00049727457
230915_U52_GCaMP6f_F2	U52	1	decanal2.855	0.0011435049
230915_U52_GCaMP6f_F2	U52	2	decanal2.855	0.0022494367
230913_FCV_GCaMP6f_F1	FCV	1	decanal2.855	0.00030965696
230913_FCV_GCaMP6f_F1	FCV	2	decanal2.855	0.00047904678
230914_FCV_GCaMP6f_F1	FCV	1	decanal2.855	0.0038802605
230914_FCV_GCaMP6f_F1	FCV	2	decanal2.855	0.00075244537
230914_FCV_GCaMP6f_F2	FCV	1	decanal2.855	0.0017595172
230914_FCV_GCaMP6f_F2	FCV	2	decanal2.855	0.0008327655
230914_FCV_GCaMP6f_F3	FCV	1	decanal2.855	0.0015984251
230914_FCV_GCaMP6f_F3	FCV	2	decanal2.855	0.0010037068
230915_FCV_GCaMP6f_F1	FCV	1	decanal2.855	0.0019897562
230915_FCV_GCaMP6f_F1	FCV	2	decanal2.855	0.00052501215
230913_ORL_GCaMP6f_F1	ORL	1	decanal2.18	0.00096123794
230913_ORL_GCaMP6f_F1	ORL	2	decanal2.18	0.0012861597
230913_ORL_GCaMP6f_F2	ORL	1	decanal2.18	0.0008840214
230913_ORL_GCaMP6f_F2	ORL	2	decanal2.18	0.002752999
230914_ORL_GCaMP6f_F1	ORL	1	decanal2.18	0.0017917698
230914_ORL_GCaMP6f_F1	ORL	2	decanal2.18	0.0017379473
230914_ORL_GCaMP6f_F2	ORL	1	decanal2.18	0.0025701437
230914_ORL_GCaMP6f_F2	ORL	2	decanal2.18	0.000914547
230915_ORL_GCaMP6f_F1	ORL	1	decanal2.18	0.00046474088
230915_ORL_GCaMP6f_F1	ORL	2	decanal2.18	0.00046466858
230913_U52_GCaMP6f_F2	U52	1	decanal2.18	0.00036901442
230913_U52_GCaMP6f_F2	U52	2	decanal2.18	0.00046596603
230913_U52_GCaMP6f_F3	U52	1	decanal2.18	0.001019309
230913_U52_GCaMP6f_F3	U52	2	decanal2.18	0.00085640425
230914_U52_GCaMP6f_F1	U52	1	decanal2.18	0.0020009526
230914_U52_GCaMP6f_F1	U52	2	decanal2.18	0.00045360826
230914_U52_GCaMP6f_F2	U52	1	decanal2.18	0.00076398574
230914_U52_GCaMP6f_F2	U52	2	decanal2.18	0.00037478344
230915_U52_GCaMP6f_F2	U52	1	decanal2.18	0.0023102066
230915_U52_GCaMP6f_F2	U52	2	decanal2.18	0.0018528233
230913_FCV_GCaMP6f_F1	FCV	1	decanal2.18	0.00033269706
230913_FCV_GCaMP6f_F1	FCV	2	decanal2.18	0.00017581726
230914_FCV_GCaMP6f_F1	FCV	1	decanal2.18	0.0040429807
230914_FCV_GCaMP6f_F1	FCV	2	decanal2.18	0.0018488406
230914_FCV_GCaMP6f_F2	FCV	1	decanal2.18	0.0013191038
230914_FCV_GCaMP6f_F2	FCV	2	decanal2.18	0.00073855993
230914_FCV_GCaMP6f_F3	FCV	1	decanal2.18	0.0004582582
230914_FCV_GCaMP6f_F3	FCV	2	decanal2.18	0.00075129064
230915_FCV_GCaMP6f_F1	FCV	1	decanal2.18	0.0014066632
230915_FCV_GCaMP6f_F1	FCV	2	decanal2.18	0.0011788564
230913_ORL_GCaMP6f_F1	ORL	1	undecanal4.145	0.0018280182
230913_ORL_GCaMP6f_F1	ORL	2	undecanal4.145	0.0011340773
230913_ORL_GCaMP6f_F2	ORL	1	undecanal4.145	0.00666184
230913_ORL_GCaMP6f_F2	ORL	2	undecanal4.145	0.004985507
230914_ORL_GCaMP6f_F1	ORL	1	undecanal4.145	0.013334727
230914_ORL_GCaMP6f_F1	ORL	2	undecanal4.145	0.011547808
230914_ORL_GCaMP6f_F2	ORL	1	undecanal4.145	0.012889508
230914_ORL_GCaMP6f_F2	ORL	2	undecanal4.145	0.009440326
230915_ORL_GCaMP6f_F1	ORL	1	undecanal4.145	0.0051951613
230915_ORL_GCaMP6f_F1	ORL	2	undecanal4.145	0.0041185194
230913_U52_GCaMP6f_F2	U52	1	undecanal4.145	0.0028400244
230913_U52_GCaMP6f_F2	U52	2	undecanal4.145	0.0015682338
230913_U52_GCaMP6f_F3	U52	1	undecanal4.145	0.004112829
230913_U52_GCaMP6f_F3	U52	2	undecanal4.145	0.0020129953
230914_U52_GCaMP6f_F1	U52	1	undecanal4.145	0.009999353
230914_U52_GCaMP6f_F1	U52	2	undecanal4.145	0.0031071715
230914_U52_GCaMP6f_F2	U52	1	undecanal4.145	0.00075444876
230914_U52_GCaMP6f_F2	U52	2	undecanal4.145	0.0006121708
230915_U52_GCaMP6f_F2	U52	1	undecanal4.145	0.00602275
230915_U52_GCaMP6f_F2	U52	2	undecanal4.145	0.004575144
230913_FCV_GCaMP6f_F1	FCV	1	undecanal4.145	0.0005993973
230913_FCV_GCaMP6f_F1	FCV	2	undecanal4.145	0.00054631586
230914_FCV_GCaMP6f_F1	FCV	1	undecanal4.145	0.0070856167
230914_FCV_GCaMP6f_F1	FCV	2	undecanal4.145	0.003724932
230914_FCV_GCaMP6f_F2	FCV	1	undecanal4.145	0.0044615655
230914_FCV_GCaMP6f_F2	FCV	2	undecanal4.145	0.0018488681
230914_FCV_GCaMP6f_F3	FCV	1	undecanal4.145	0.0024315605
230914_FCV_GCaMP6f_F3	FCV	2	undecanal4.145	0.0014864547
230915_FCV_GCaMP6f_F1	FCV	1	undecanal4.145	0.0032859654
230915_FCV_GCaMP6f_F1	FCV	2	undecanal4.145	0.0014488688
230913_ORL_GCaMP6f_F1	ORL	1	undecanal3.9	0.0016290104
230913_ORL_GCaMP6f_F1	ORL	2	undecanal3.9	0.002721345
230913_ORL_GCaMP6f_F2	ORL	1	undecanal3.9	0.004551725
230913_ORL_GCaMP6f_F2	ORL	2	undecanal3.9	0.0059597567
230914_ORL_GCaMP6f_F1	ORL	1	undecanal3.9	0.010851514
230914_ORL_GCaMP6f_F1	ORL	2	undecanal3.9	0.009250088
230914_ORL_GCaMP6f_F2	ORL	1	undecanal3.9	0.009191578
230914_ORL_GCaMP6f_F2	ORL	2	undecanal3.9	0.0056778286
230915_ORL_GCaMP6f_F1	ORL	1	undecanal3.9	0.003460367
230915_ORL_GCaMP6f_F1	ORL	2	undecanal3.9	0.0025056314
230913_U52_GCaMP6f_F2	U52	1	undecanal3.9	0.002359127
230913_U52_GCaMP6f_F2	U52	2	undecanal3.9	0.0009189465
230913_U52_GCaMP6f_F3	U52	1	undecanal3.9	0.0021551168
230913_U52_GCaMP6f_F3	U52	2	undecanal3.9	0.0041318773
230914_U52_GCaMP6f_F1	U52	1	undecanal3.9	0.007153834
230914_U52_GCaMP6f_F1	U52	2	undecanal3.9	0.0029138413
230914_U52_GCaMP6f_F2	U52	1	undecanal3.9	0.0009508313
230914_U52_GCaMP6f_F2	U52	2	undecanal3.9	0.0006482362
230915_U52_GCaMP6f_F2	U52	1	undecanal3.9	0.0029641883
230915_U52_GCaMP6f_F2	U52	2	undecanal3.9	0.0035480512
230913_FCV_GCaMP6f_F1	FCV	1	undecanal3.9	0.00057965756
230913_FCV_GCaMP6f_F1	FCV	2	undecanal3.9	0.00041132595
230914_FCV_GCaMP6f_F1	FCV	1	undecanal3.9	0.0066972426
230914_FCV_GCaMP6f_F1	FCV	2	undecanal3.9	0.0037491869
230914_FCV_GCaMP6f_F2	FCV	1	undecanal3.9	0.0037431389
230914_FCV_GCaMP6f_F2	FCV	2	undecanal3.9	0.0017941935
230914_FCV_GCaMP6f_F3	FCV	1	undecanal3.9	0.0009446611
230914_FCV_GCaMP6f_F3	FCV	2	undecanal3.9	0.0014160149
230915_FCV_GCaMP6f_F1	FCV	1	undecanal3.9	0.0026480334
230915_FCV_GCaMP6f_F1	FCV	2	undecanal3.9	0.0009988844
230913_ORL_GCaMP6f_F1	ORL	1	undecanal3.205	0.00047011607
230913_ORL_GCaMP6f_F1	ORL	2	undecanal3.205	0.0016731495
230913_ORL_GCaMP6f_F2	ORL	1	undecanal3.205	0.0018845311
230913_ORL_GCaMP6f_F2	ORL	2	undecanal3.205	0.002085984
230914_ORL_GCaMP6f_F1	ORL	1	undecanal3.205	0.004184614
230914_ORL_GCaMP6f_F1	ORL	2	undecanal3.205	0.0064179385
230914_ORL_GCaMP6f_F2	ORL	1	undecanal3.205	0.0035131646
230914_ORL_GCaMP6f_F2	ORL	2	undecanal3.205	0.0025613983
230915_ORL_GCaMP6f_F1	ORL	1	undecanal3.205	0.00078225037
230915_ORL_GCaMP6f_F1	ORL	2	undecanal3.205	0.0009764265
230913_U52_GCaMP6f_F2	U52	1	undecanal3.205	0.0014410439
230913_U52_GCaMP6f_F2	U52	2	undecanal3.205	0.0005218802
230913_U52_GCaMP6f_F3	U52	1	undecanal3.205	0.0020022336
230913_U52_GCaMP6f_F3	U52	2	undecanal3.205	0.001187031
230914_U52_GCaMP6f_F1	U52	1	undecanal3.205	0.003936787
230914_U52_GCaMP6f_F1	U52	2	undecanal3.205	0.0018397603
230914_U52_GCaMP6f_F2	U52	1	undecanal3.205	0.001078648
230914_U52_GCaMP6f_F2	U52	2	undecanal3.205	0.00036681164
230915_U52_GCaMP6f_F2	U52	1	undecanal3.205	0.00326948
230915_U52_GCaMP6f_F2	U52	2	undecanal3.205	0.001503706
230913_FCV_GCaMP6f_F1	FCV	1	undecanal3.205	0.0004325848
230913_FCV_GCaMP6f_F1	FCV	2	undecanal3.205	0.00043003794
230914_FCV_GCaMP6f_F1	FCV	1	undecanal3.205	0.007100238
230914_FCV_GCaMP6f_F1	FCV	2	undecanal3.205	0.0012047627
230914_FCV_GCaMP6f_F2	FCV	1	undecanal3.205	0.0018951363
230914_FCV_GCaMP6f_F2	FCV	2	undecanal3.205	0.0005940701
230914_FCV_GCaMP6f_F3	FCV	1	undecanal3.205	0.00077354297
230914_FCV_GCaMP6f_F3	FCV	2	undecanal3.205	0.0011538264
230915_FCV_GCaMP6f_F1	FCV	1	undecanal3.205	0.003098527
230915_FCV_GCaMP6f_F1	FCV	2	undecanal3.205	0.0011066934
230913_ORL_GCaMP6f_F1	ORL	1	undecanal2.765	0.00078988884
230913_ORL_GCaMP6f_F1	ORL	2	undecanal2.765	0.0006872416
230913_ORL_GCaMP6f_F2	ORL	1	undecanal2.765	0.0015159898
230913_ORL_GCaMP6f_F2	ORL	2	undecanal2.765	0.0033944952
230914_ORL_GCaMP6f_F1	ORL	1	undecanal2.765	0.0035435902
230914_ORL_GCaMP6f_F1	ORL	2	undecanal2.765	0.00401392
230914_ORL_GCaMP6f_F2	ORL	1	undecanal2.765	0.002599617
230914_ORL_GCaMP6f_F2	ORL	2	undecanal2.765	0.002223696
230915_ORL_GCaMP6f_F1	ORL	1	undecanal2.765	0.0007220602
230915_ORL_GCaMP6f_F1	ORL	2	undecanal2.765	0.0005017071
230913_U52_GCaMP6f_F2	U52	1	undecanal2.765	0.00086441694
230913_U52_GCaMP6f_F2	U52	2	undecanal2.765	0.00025790825
230913_U52_GCaMP6f_F3	U52	1	undecanal2.765	0.0025602458
230913_U52_GCaMP6f_F3	U52	2	undecanal2.765	0.0008183573
230914_U52_GCaMP6f_F1	U52	1	undecanal2.765	0.0023509194
230914_U52_GCaMP6f_F1	U52	2	undecanal2.765	0.0010832313
230914_U52_GCaMP6f_F2	U52	1	undecanal2.765	0.0007851611
230914_U52_GCaMP6f_F2	U52	2	undecanal2.765	0.00033892956
230915_U52_GCaMP6f_F2	U52	1	undecanal2.765	0.002232008
