sample	subpop	trial	odor	peak_value
230915_U52_GCaMP6f_F2	U52	2	undecanal2.765	0.001173972
230913_FCV_GCaMP6f_F1	FCV	1	undecanal2.765	0.000479298
230913_FCV_GCaMP6f_F1	FCV	2	undecanal2.765	0.0003949747
230914_FCV_GCaMP6f_F1	FCV	1	undecanal2.765	0.0036407572
230914_FCV_GCaMP6f_F1	FCV	2	undecanal2.765	0.0013289838
230914_FCV_GCaMP6f_F2	FCV	1	undecanal2.765	0.0017900905
230914_FCV_GCaMP6f_F2	FCV	2	undecanal2.765	0.00060861226
230914_FCV_GCaMP6f_F3	FCV	1	undecanal2.765	0.001085571
230914_FCV_GCaMP6f_F3	FCV	2	undecanal2.765	0.0009188333
230915_FCV_GCaMP6f_F1	FCV	1	undecanal2.765	0.0019871825
230915_FCV_GCaMP6f_F1	FCV	2	undecanal2.765	0.0011680269
230913_ORL_GCaMP6f_F1	ORL	1	undecanal2.375	0.00051063596
230913_ORL_GCaMP6f_F1	ORL	2	undecanal2.375	0.0016178149
230913_ORL_GCaMP6f_F2	ORL	1	undecanal2.375	0.00122337
230913_ORL_GCaMP6f_F2	ORL	2	undecanal2.375	0.0022421398
230914_ORL_GCaMP6f_F1	ORL	1	undecanal2.375	0.0028849056
230914_ORL_GCaMP6f_F1	ORL	2	undecanal2.375	0.002776714
230914_ORL_GCaMP6f_F2	ORL	1	undecanal2.375	0.0021073343
230914_ORL_GCaMP6f_F2	ORL	2	undecanal2.375	0.0010389631
230915_ORL_GCaMP6f_F1	ORL	1	undecanal2.375	0.00038981298
230915_ORL_GCaMP6f_F1	ORL	2	undecanal2.375	0.0012229923
230913_U52_GCaMP6f_F2	U52	1	undecanal2.375	0.0007014775
230913_U52_GCaMP6f_F2	U52	2	undecanal2.375	0.00057305425
230913_U52_GCaMP6f_F3	U52	1	undecanal2.375	0.0006310466
230913_U52_GCaMP6f_F3	U52	2	undecanal2.375	0.0021910311
230914_U52_GCaMP6f_F1	U52	1	undecanal2.375	0.0013806113
230914_U52_GCaMP6f_F1	U52	2	undecanal2.375	0.00085838384
230914_U52_GCaMP6f_F2	U52	1	undecanal2.375	0.0003961774
230914_U52_GCaMP6f_F2	U52	2	undecanal2.375	0.00064155937
230915_U52_GCaMP6f_F2	U52	1	undecanal2.375	0.0020959002
230915_U52_GCaMP6f_F2	U52	2	undecanal2.375	0.00094718585
230913_FCV_GCaMP6f_F1	FCV	1	undecanal2.375	0.0003583768
230913_FCV_GCaMP6f_F1	FCV	2	undecanal2.375	0.00024454773
230914_FCV_GCaMP6f_F1	FCV	1	undecanal2.375	0.001997861
230914_FCV_GCaMP6f_F1	FCV	2	undecanal2.375	0.0012891605
230914_FCV_GCaMP6f_F2	FCV	1	undecanal2.375	0.0009893451
230914_FCV_GCaMP6f_F2	FCV	2	undecanal2.375	0.0005912127
230914_FCV_GCaMP6f_F3	FCV	1	undecanal2.375	0.000639141
230914_FCV_GCaMP6f_F3	FCV	2	undecanal2.375	0.0012757243
230915_FCV_GCaMP6f_F1	FCV	1	undecanal2.375	0.00057203363
230915_FCV_GCaMP6f_F1	FCV	2	undecanal2.375	0.00088258716
230913_ORL_GCaMP6f_F1	ORL	1	paraffin	0.0012336775
230913_ORL_GCaMP6f_F1	ORL	2	paraffin	0.00041039006
230913_ORL_GCaMP6f_F2	ORL	1	paraffin	0.001599244
230913_ORL_GCaMP6f_F2	ORL	2	paraffin	0.0019207818
230914_ORL_GCaMP6f_F1	ORL	1	paraffin	0.003971734
230914_ORL_GCaMP6f_F1	ORL	2	paraffin	0.0053247595
230914_ORL_GCaMP6f_F2	ORL	1	paraffin	0.0023171685
230914_ORL_GCaMP6f_F2	ORL	2	paraffin	0.0020731261
230915_ORL_GCaMP6f_F1	ORL	1	paraffin	0.0022650964
230915_ORL_GCaMP6f_F1	ORL	2	paraffin	0.0013169738
230913_U52_GCaMP6f_F2	U52	1	paraffin	0.0008842945
230913_U52_GCaMP6f_F2	U52	2	paraffin	0.00041314037
230913_U52_GCaMP6f_F3	U52	1	paraffin	0.0008480119
230913_U52_GCaMP6f_F3	U52	2	paraffin	0.00026732404
230914_U52_GCaMP6f_F1	U52	1	paraffin	0.0014770137
230914_U52_GCaMP6f_F1	U52	2	paraffin	0.00063816074
230914_U52_GCaMP6f_F2	U52	1	paraffin	0.0018585994
230914_U52_GCaMP6f_F2	U52	2	paraffin	0.0014201279
230915_U52_GCaMP6f_F2	U52	1	paraffin	0.0033517403
230915_U52_GCaMP6f_F2	U52	2	paraffin	0.0024741115
230913_FCV_GCaMP6f_F1	FCV	1	paraffin	0.00044432766
230913_FCV_GCaMP6f_F1	FCV	2	paraffin	0.0004408471
230914_FCV_GCaMP6f_F1	FCV	1	paraffin	0.0014883712
230914_FCV_GCaMP6f_F1	FCV	2	paraffin	0.0015678278
230914_FCV_GCaMP6f_F2	FCV	1	paraffin	0.0023003677
230914_FCV_GCaMP6f_F2	FCV	2	paraffin	0.0018967261
230914_FCV_GCaMP6f_F3	FCV	1	paraffin	0.0027270296
230914_FCV_GCaMP6f_F3	FCV	2	paraffin	0.0028277424
230915_FCV_GCaMP6f_F1	FCV	1	paraffin	0.0016132477
230915_FCV_GCaMP6f_F1	FCV	2	paraffin	0.0020001375
230913_ORL_GCaMP6f_F1	ORL	1	sulcatone-2	0.003366873
230913_ORL_GCaMP6f_F1	ORL	2	sulcatone-2	0.0036141358
230913_ORL_GCaMP6f_F2	ORL	1	sulcatone-2	0.010084452
230913_ORL_GCaMP6f_F2	ORL	2	sulcatone-2	0.006665913
230914_ORL_GCaMP6f_F1	ORL	1	sulcatone-2	0.0136444755
230914_ORL_GCaMP6f_F1	ORL	2	sulcatone-2	0.014861413
230914_ORL_GCaMP6f_F2	ORL	1	sulcatone-2	0.017533457
230914_ORL_GCaMP6f_F2	ORL	2	sulcatone-2	0.01369284
230915_ORL_GCaMP6f_F1	ORL	1	sulcatone-2	0.011458409
230915_ORL_GCaMP6f_F1	ORL	2	sulcatone-2	0.00653103
230913_U52_GCaMP6f_F2	U52	1	sulcatone-2	0.004770663
230913_U52_GCaMP6f_F2	U52	2	sulcatone-2	0.0010719422
230913_U52_GCaMP6f_F3	U52	1	sulcatone-2	0.0071791043
230913_U52_GCaMP6f_F3	U52	2	sulcatone-2	0.0068316734
230914_U52_GCaMP6f_F1	U52	1	sulcatone-2	0.009738501
230914_U52_GCaMP6f_F1	U52	2	sulcatone-2	0.0036816006
230914_U52_GCaMP6f_F2	U52	1	sulcatone-2	0.0043952875
230914_U52_GCaMP6f_F2	U52	2	sulcatone-2	0.0017093201
230915_U52_GCaMP6f_F2	U52	1	sulcatone-2	0.012966821
230915_U52_GCaMP6f_F2	U52	2	sulcatone-2	0.009564664
230913_FCV_GCaMP6f_F1	FCV	1	sulcatone-2	0.0014993419
230913_FCV_GCaMP6f_F1	FCV	2	sulcatone-2	0.0009003619
230914_FCV_GCaMP6f_F1	FCV	1	sulcatone-2	0.008269624
230914_FCV_GCaMP6f_F1	FCV	2	sulcatone-2	0.0047499673
230914_FCV_GCaMP6f_F2	FCV	1	sulcatone-2	0.0042375387
230914_FCV_GCaMP6f_F2	FCV	2	sulcatone-2	0.0025710473
230914_FCV_GCaMP6f_F3	FCV	1	sulcatone-2	0.0048603266
230914_FCV_GCaMP6f_F3	FCV	2	sulcatone-2	0.003451592
230915_FCV_GCaMP6f_F1	FCV	1	sulcatone-2	0.0033914426
230915_FCV_GCaMP6f_F1	FCV	2	sulcatone-2	0.0027440302
230913_ORL_GCaMP6f_F1	ORL	1	sulcatone-3	0.0015279201
230913_ORL_GCaMP6f_F1	ORL	2	sulcatone-3	0.0016741094
230913_ORL_GCaMP6f_F2	ORL	1	sulcatone-3	0.00222987
230913_ORL_GCaMP6f_F2	ORL	2	sulcatone-3	0.0020414102
230914_ORL_GCaMP6f_F1	ORL	1	sulcatone-3	0.0055174357
230914_ORL_GCaMP6f_F1	ORL	2	sulcatone-3	0.0054733236
230914_ORL_GCaMP6f_F2	ORL	1	sulcatone-3	0.0070174453
230914_ORL_GCaMP6f_F2	ORL	2	sulcatone-3	0.0053752265
230915_ORL_GCaMP6f_F1	ORL	1	sulcatone-3	0.0028476773
230915_ORL_GCaMP6f_F1	ORL	2	sulcatone-3	0.0018844903
230913_U52_GCaMP6f_F2	U52	1	sulcatone-3	0.003111846
230913_U52_GCaMP6f_F2	U52	2	sulcatone-3	0.0012375962
230913_U52_GCaMP6f_F3	U52	1	sulcatone-3	0.0031846166
230913_U52_GCaMP6f_F3	U52	2	sulcatone-3	0.0017857099
230914_U52_GCaMP6f_F1	U52	1	sulcatone-3	0.0035407892
230914_U52_GCaMP6f_F1	U52	2	sulcatone-3	0.0029365506
230914_U52_GCaMP6f_F2	U52	1	sulcatone-3	0.001382154
230914_U52_GCaMP6f_F2	U52	2	sulcatone-3	0.0011166409
230915_U52_GCaMP6f_F2	U52	1	sulcatone-3	0.006826138
230915_U52_GCaMP6f_F2	U52	2	sulcatone-3	0.0039612264
230913_FCV_GCaMP6f_F1	FCV	1	sulcatone-3	0.0012184083
230913_FCV_GCaMP6f_F1	FCV	2	sulcatone-3	0.00057258055
230914_FCV_GCaMP6f_F1	FCV	1	sulcatone-3	0.0031703706
230914_FCV_GCaMP6f_F1	FCV	2	sulcatone-3	0.0009715313
230914_FCV_GCaMP6f_F2	FCV	1	sulcatone-3	0.0032765265
230914_FCV_GCaMP6f_F2	FCV	2	sulcatone-3	0.0011914339
230914_FCV_GCaMP6f_F3	FCV	1	sulcatone-3	0.002509598
230914_FCV_GCaMP6f_F3	FCV	2	sulcatone-3	0.0027335822
230915_FCV_GCaMP6f_F1	FCV	1	sulcatone-3	0.0022127149
230915_FCV_GCaMP6f_F1	FCV	2	sulcatone-3	0.001543364
230913_ORL_GCaMP6f_F1	ORL	1	phenol	0.004050782
230913_ORL_GCaMP6f_F1	ORL	2	phenol	0.0037544032
230913_ORL_GCaMP6f_F2	ORL	1	phenol	0.0036744387
230913_ORL_GCaMP6f_F2	ORL	2	phenol	0.004462752
230914_ORL_GCaMP6f_F1	ORL	1	phenol	0.004144342
230914_ORL_GCaMP6f_F1	ORL	2	phenol	0.0051412624
230914_ORL_GCaMP6f_F2	ORL	1	phenol	0.003780468
230914_ORL_GCaMP6f_F2	ORL	2	phenol	0.0035378623
230915_ORL_GCaMP6f_F1	ORL	1	phenol	0.0025358736
230915_ORL_GCaMP6f_F1	ORL	2	phenol	0.0010025885
230913_U52_GCaMP6f_F2	U52	1	phenol	0.00044149093
230913_U52_GCaMP6f_F2	U52	2	phenol	0.0009050947
230913_U52_GCaMP6f_F3	U52	1	phenol	0.0018279294
230913_U52_GCaMP6f_F3	U52	2	phenol	0.0023087559
230914_U52_GCaMP6f_F1	U52	1	phenol	0.0014494389
230914_U52_GCaMP6f_F1	U52	2	phenol	0.000611865
230914_U52_GCaMP6f_F2	U52	1	phenol	0.0010583745
230914_U52_GCaMP6f_F2	U52	2	phenol	0.0013898
230915_U52_GCaMP6f_F2	U52	1	phenol	0.0015664501
230915_U52_GCaMP6f_F2	U52	2	phenol	0.0015362436
230913_FCV_GCaMP6f_F1	FCV	1	phenol	0.00053343637
230913_FCV_GCaMP6f_F1	FCV	2	phenol	0.00048060768
230914_FCV_GCaMP6f_F1	FCV	1	phenol	0.0012394869
230914_FCV_GCaMP6f_F1	FCV	2	phenol	0.001029215
230914_FCV_GCaMP6f_F2	FCV	1	phenol	0.0017903291
230914_FCV_GCaMP6f_F2	FCV	2	phenol	0.0012607034
230914_FCV_GCaMP6f_F3	FCV	1	phenol	0.002926487
230914_FCV_GCaMP6f_F3	FCV	2	phenol	0.002563352
230915_FCV_GCaMP6f_F1	FCV	1	phenol	0.0021325995
230915_FCV_GCaMP6f_F1	FCV	2	phenol	0.0015566092
230913_ORL_GCaMP6f_F1	ORL	1	benzaldehyde	0.0046687555
230913_ORL_GCaMP6f_F1	ORL	2	benzaldehyde	0.0032383325
230913_ORL_GCaMP6f_F2	ORL	1	benzaldehyde	0.005002323
230913_ORL_GCaMP6f_F2	ORL	2	benzaldehyde	0.0034357288
230914_ORL_GCaMP6f_F1	ORL	1	benzaldehyde	0.00766626
230914_ORL_GCaMP6f_F1	ORL	2	benzaldehyde	0.008444939
230914_ORL_GCaMP6f_F2	ORL	1	benzaldehyde	0.006648218
230914_ORL_GCaMP6f_F2	ORL	2	benzaldehyde	0.006818117
230915_ORL_GCaMP6f_F1	ORL	1	benzaldehyde	0.002797461
230915_ORL_GCaMP6f_F1	ORL	2	benzaldehyde	0.0015459597
230913_U52_GCaMP6f_F2	U52	1	benzaldehyde	0.0016537539
230913_U52_GCaMP6f_F2	U52	2	benzaldehyde	0.00039280686
230913_U52_GCaMP6f_F3	U52	1	benzaldehyde	0.003860953
230913_U52_GCaMP6f_F3	U52	2	benzaldehyde	0.0031478617
230914_U52_GCaMP6f_F1	U52	1	benzaldehyde	0.0023923528
230914_U52_GCaMP6f_F1	U52	2	benzaldehyde	0.00093846826
230914_U52_GCaMP6f_F2	U52	1	benzaldehyde	0.0036292316
230914_U52_GCaMP6f_F2	U52	2	benzaldehyde	0.0010011191
230915_U52_GCaMP6f_F2	U52	1	benzaldehyde	0.005420737
230915_U52_GCaMP6f_F2	U52	2	benzaldehyde	0.0055432557
230913_FCV_GCaMP6f_F1	FCV	1	benzaldehyde	0.0008758386
230913_FCV_GCaMP6f_F1	FCV	2	benzaldehyde	0.00043795982
230914_FCV_GCaMP6f_F1	FCV	1	benzaldehyde	0.0031930127
230914_FCV_GCaMP6f_F1	FCV	2	benzaldehyde	0.0005725051
230914_FCV_GCaMP6f_F2	FCV	1	benzaldehyde	0.0020745997
230914_FCV_GCaMP6f_F2	FCV	2	benzaldehyde	0.0017310547
230914_FCV_GCaMP6f_F3	FCV	1	benzaldehyde	0.004325597
230914_FCV_GCaMP6f_F3	FCV	2	benzaldehyde	0.0039751227
230915_FCV_GCaMP6f_F1	FCV	1	benzaldehyde	0.0020239982
230915_FCV_GCaMP6f_F1	FCV	2	benzaldehyde	0.0015574365
230913_ORL_GCaMP6f_F1	ORL	1	oxoisophorone	0.01214441
230913_ORL_GCaMP6f_F1	ORL	2	oxoisophorone	0.00975473
230913_ORL_GCaMP6f_F2	ORL	1	oxoisophorone	0.01847631
230913_ORL_GCaMP6f_F2	ORL	2	oxoisophorone	0.018094601
230914_ORL_GCaMP6f_F1	ORL	1	oxoisophorone	0.018669307
230914_ORL_GCaMP6f_F1	ORL	2	oxoisophorone	0.019710125
230914_ORL_GCaMP6f_F2	ORL	1	oxoisophorone	0.019138478
230914_ORL_GCaMP6f_F2	ORL	2	oxoisophorone	0.015280063
230915_ORL_GCaMP6f_F1	ORL	1	oxoisophorone	0.03240579
230915_ORL_GCaMP6f_F1	ORL	2	oxoisophorone	0.023309447
230913_U52_GCaMP6f_F2	U52	1	oxoisophorone	0.006787845
230913_U52_GCaMP6f_F2	U52	2	oxoisophorone	0.0036279531
230913_U52_GCaMP6f_F3	U52	1	oxoisophorone	0.010068528
230913_U52_GCaMP6f_F3	U52	2	oxoisophorone	0.009506437
230914_U52_GCaMP6f_F1	U52	1	oxoisophorone	0.011505266
230914_U52_GCaMP6f_F1	U52	2	oxoisophorone	0.007405936
230914_U52_GCaMP6f_F2	U52	1	oxoisophorone	0.013871744
230914_U52_GCaMP6f_F2	U52	2	oxoisophorone	0.007706109
230915_U52_GCaMP6f_F2	U52	1	oxoisophorone	0.015404201
230915_U52_GCaMP6f_F2	U52	2	oxoisophorone	0.011302488
230913_FCV_GCaMP6f_F1	FCV	1	oxoisophorone	0.0016133192
230913_FCV_GCaMP6f_F1	FCV	2	oxoisophorone	0.0013065438
230914_FCV_GCaMP6f_F1	FCV	1	oxoisophorone	0.01965041
230914_FCV_GCaMP6f_F1	FCV	2	oxoisophorone	0.008965954
230914_FCV_GCaMP6f_F2	FCV	1	oxoisophorone	0.0054010414
230914_FCV_GCaMP6f_F2	FCV	2	oxoisophorone	0.0063986494
230914_FCV_GCaMP6f_F3	FCV	1	oxoisophorone	0.014640552
230914_FCV_GCaMP6f_F3	FCV	2	oxoisophorone	0.0109482845
230915_FCV_GCaMP6f_F1	FCV	1	oxoisophorone	0.011100151
230915_FCV_GCaMP6f_F1	FCV	2	oxoisophorone	0.007382107
230913_ORL_GCaMP6f_F1	ORL	1	2-ethylhexanol	0.003955512
230913_ORL_GCaMP6f_F1	ORL	2	2-ethylhexanol	0.0030571737
230913_ORL_GCaMP6f_F2	ORL	1	2-ethylhexanol	0.0060577313
230913_ORL_GCaMP6f_F2	ORL	2	2-ethylhexanol	0.007852752
230914_ORL_GCaMP6f_F1	ORL	1	2-ethylhexanol	0.010728604
230914_ORL_GCaMP6f_F1	ORL	2	2-ethylhexanol	0.011264665
230914_ORL_GCaMP6f_F2	ORL	1	2-ethylhexanol	0.0121991625
230914_ORL_GCaMP6f_F2	ORL	2	2-ethylhexanol	0.009929539
230915_ORL_GCaMP6f_F1	ORL	1	2-ethylhexanol	0.0073822355
230915_ORL_GCaMP6f_F1	ORL	2	2-ethylhexanol	0.0050712996
230913_U52_GCaMP6f_F2	U52	1	2-ethylhexanol	0.0036515102
230913_U52_GCaMP6f_F2	U52	2	2-ethylhexanol	0.0004909279
230913_U52_GCaMP6f_F3	U52	1	2-ethylhexanol	0.0046732603
230913_U52_GCaMP6f_F3	U52	2	2-ethylhexanol	0.0048007234
230914_U52_GCaMP6f_F1	U52	1	2-ethylhexanol	0.005754146
230914_U52_GCaMP6f_F1	U52	2	2-ethylhexanol	0.0026716944
230914_U52_GCaMP6f_F2	U52	1	2-ethylhexanol	0.0044055628
230914_U52_GCaMP6f_F2	U52	2	2-ethylhexanol	0.0026373276
230915_U52_GCaMP6f_F2	U52	1	2-ethylhexanol	0.0076884353
230915_U52_GCaMP6f_F2	U52	2	2-ethylhexanol	0.0066368775
230913_FCV_GCaMP6f_F1	FCV	1	2-ethylhexanol	0.00064812315
230913_FCV_GCaMP6f_F1	FCV	2	2-ethylhexanol	0.00042364834
230914_FCV_GCaMP6f_F1	FCV	1	2-ethylhexanol	0.00749365
230914_FCV_GCaMP6f_F1	FCV	2	2-ethylhexanol	0.003220038
230914_FCV_GCaMP6f_F2	FCV	1	2-ethylhexanol	0.0033729959
230914_FCV_GCaMP6f_F2	FCV	2	2-ethylhexanol	0.0028376137
230914_FCV_GCaMP6f_F3	FCV	1	2-ethylhexanol	0.004147018
230914_FCV_GCaMP6f_F3	FCV	2	2-ethylhexanol	0.0038811371
230915_FCV_GCaMP6f_F1	FCV	1	2-ethylhexanol	0.0037343288
230915_FCV_GCaMP6f_F1	FCV	2	2-ethylhexanol	0.0026094231
230913_ORL_GCaMP6f_F1	ORL	1	hexanoic acid	0.003557963
230913_ORL_GCaMP6f_F1	ORL	2	hexanoic acid	0.0010248602
230913_ORL_GCaMP6f_F2	ORL	1	hexanoic acid	0.002985976
230913_ORL_GCaMP6f_F2	ORL	2	hexanoic acid	0.0033069244
230914_ORL_GCaMP6f_F1	ORL	1	hexanoic acid	0.0057273675
230914_ORL_GCaMP6f_F1	ORL	2	hexanoic acid	0.005420589
230914_ORL_GCaMP6f_F2	ORL	1	hexanoic acid	0.0031208012
230914_ORL_GCaMP6f_F2	ORL	2	hexanoic acid	0.002225834
230915_ORL_GCaMP6f_F1	ORL	1	hexanoic acid	0.0015510522
230915_ORL_GCaMP6f_F1	ORL	2	hexanoic acid	0.0009161818
230913_U52_GCaMP6f_F2	U52	1	hexanoic acid	0.0009038169
230913_U52_GCaMP6f_F2	U52	2	hexanoic acid	0.0004263093
230913_U52_GCaMP6f_F3	U52	1	hexanoic acid	0.0030909877
230913_U52_GCaMP6f_F3	U52	2	hexanoic acid	0.0022452842
230914_U52_GCaMP6f_F1	U52	1	hexanoic acid	0.0032386445
230914_U52_GCaMP6f_F1	U52	2	hexanoic acid	0.00090603053
230914_U52_GCaMP6f_F2	U52	1	hexanoic acid	0.0020528755
230914_U52_GCaMP6f_F2	U52	2	hexanoic acid	0.0016032461
230915_U52_GCaMP6f_F2	U52	1	hexanoic acid	0.0038484216
230915_U52_GCaMP6f_F2	U52	2	hexanoic acid	0.0013983321
230913_FCV_GCaMP6f_F1	FCV	1	hexanoic acid	0.00041077542
230913_FCV_GCaMP6f_F1	FCV	2	hexanoic acid	0.00020453292
230914_FCV_GCaMP6f_F1	FCV	1	hexanoic acid	0.0034610096
230914_FCV_GCaMP6f_F1	FCV	2	hexanoic acid	0.002417932
230914_FCV_GCaMP6f_F2	FCV	1	hexanoic acid	0.0020676898
230914_FCV_GCaMP6f_F2	FCV	2	hexanoic acid	0.0025755926
230914_FCV_GCaMP6f_F3	FCV	1	hexanoic acid	0.0036402373
230914_FCV_GCaMP6f_F3	FCV	2	hexanoic acid	0.0029923797
230915_FCV_GCaMP6f_F1	FCV	1	hexanoic acid	0.002621577
230915_FCV_GCaMP6f_F1	FCV	2	hexanoic acid	0.0020370008
230913_ORL_GCaMP6f_F1	ORL	1	camphor	0.009764018
230913_ORL_GCaMP6f_F1	ORL	2	camphor	0.0068955664
230913_ORL_GCaMP6f_F2	ORL	1	camphor	0.012942236
230913_ORL_GCaMP6f_F2	ORL	2	camphor	0.011308082
230914_ORL_GCaMP6f_F1	ORL	1	camphor	0.012768796
230914_ORL_GCaMP6f_F1	ORL	2	camphor	0.012191138
230914_ORL_GCaMP6f_F2	ORL	1	camphor	0.011873763
230914_ORL_GCaMP6f_F2	ORL	2	camphor	0.01039383
230915_ORL_GCaMP6f_F1	ORL	1	camphor	0.016842805
230915_ORL_GCaMP6f_F1	ORL	2	camphor	0.010768233
230913_U52_GCaMP6f_F2	U52	1	camphor	0.0037687083
230913_U52_GCaMP6f_F2	U52	2	camphor	0.0010812475
230913_U52_GCaMP6f_F3	U52	1	camphor	0.00570719
230913_U52_GCaMP6f_F3	U52	2	camphor	0.0047772015
230914_U52_GCaMP6f_F1	U52	1	camphor	0.006141422
230914_U52_GCaMP6f_F1	U52	2	camphor	0.0034203068
230914_U52_GCaMP6f_F2	U52	1	camphor	0.0074188635
230914_U52_GCaMP6f_F2	U52	2	camphor	0.0037482106
230915_U52_GCaMP6f_F2	U52	1	camphor	0.011004849
230915_U52_GCaMP6f_F2	U52	2	camphor	0.009429561
230913_FCV_GCaMP6f_F1	FCV	1	camphor	0.0007436474
230913_FCV_GCaMP6f_F1	FCV	2	camphor	0.0010815155
230914_FCV_GCaMP6f_F1	FCV	1	camphor	0.013131242
230914_FCV_GCaMP6f_F1	FCV	2	camphor	0.010036888
230914_FCV_GCaMP6f_F2	FCV	1	camphor	0.0030897593
230914_FCV_GCaMP6f_F2	FCV	2	camphor	0.0030572177
230914_FCV_GCaMP6f_F3	FCV	1	camphor	0.008335088
230914_FCV_GCaMP6f_F3	FCV	2	camphor	0.0063443906
230915_FCV_GCaMP6f_F1	FCV	1	camphor	0.004929739
230915_FCV_GCaMP6f_F1	FCV	2	camphor	0.004591917
230913_ORL_GCaMP6f_F1	ORL	1	1-octen-3-ol	0.000643658
230913_ORL_GCaMP6f_F1	ORL	2	1-octen-3-ol	0.0010491702
230913_ORL_GCaMP6f_F2	ORL	1	1-octen-3-ol	0.0015332602
230913_ORL_GCaMP6f_F2	ORL	2	1-octen-3-ol	0.0029567278
230914_ORL_GCaMP6f_F1	ORL	1	1-octen-3-ol	0.0045304555
230914_ORL_GCaMP6f_F1	ORL	2	1-octen-3-ol	0.0049421787
230914_ORL_GCaMP6f_F2	ORL	1	1-octen-3-ol	0.0028529752
230914_ORL_GCaMP6f_F2	ORL	2	1-octen-3-ol	0.0029095563
230915_ORL_GCaMP6f_F1	ORL	1	1-octen-3-ol	0.0014564096
230915_ORL_GCaMP6f_F1	ORL	2	1-octen-3-ol	0.0007769869
230913_U52_GCaMP6f_F2	U52	1	1-octen-3-ol	0.001375564
230913_U52_GCaMP6f_F2	U52	2	1-octen-3-ol	0.00024149015
230913_U52_GCaMP6f_F3	U52	1	1-octen-3-ol	0.00088382344
230913_U52_GCaMP6f_F3	U52	2	1-octen-3-ol	0.0019359884
230914_U52_GCaMP6f_F1	U52	1	1-octen-3-ol	0.003294766
230914_U52_GCaMP6f_F1	U52	2	1-octen-3-ol	0.0023531974
230914_U52_GCaMP6f_F2	U52	1	1-octen-3-ol	0.0035564369
230914_U52_GCaMP6f_F2	U52	2	1-octen-3-ol	0.00093610614
230915_U52_GCaMP6f_F2	U52	1	1-octen-3-ol	0.0045203203
230915_U52_GCaMP6f_F2	U52	2	1-octen-3-ol	0.0021659485
230913_FCV_GCaMP6f_F1	FCV	1	1-octen-3-ol	0.00047290063
230913_FCV_GCaMP6f_F1	FCV	2	1-octen-3-ol	0.00052812474
230914_FCV_GCaMP6f_F1	FCV	1	1-octen-3-ol	0.0013150541
230914_FCV_GCaMP6f_F1	FCV	2	1-octen-3-ol	0.0008274775
230914_FCV_GCaMP6f_F2	FCV	1	1-octen-3-ol	0.0019970404
230914_FCV_GCaMP6f_F2	FCV	2	1-octen-3-ol	0.00084279466
230914_FCV_GCaMP6f_F3	FCV	1	1-octen-3-ol	0.0024956355
230914_FCV_GCaMP6f_F3	FCV	2	1-octen-3-ol	0.0020868024
230915_FCV_GCaMP6f_F1	FCV	1	1-octen-3-ol	0.0017335167
230915_FCV_GCaMP6f_F1	FCV	2	1-octen-3-ol	0.0019719754
